ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CA
-3.978,9.93,0.345,19.086,19.192,1.05,0.1671
-1.791,9.93,0.345,19.086,19.192,1.05,0.1777
-1.571,9.93,0.345,19.086,19.192,1.05,0.1786
-0.172,9.93,0.345,19.086,19.192,1.05,0.1834
1.756,9.93,0.345,19.086,19.192,1.05,0.1875
2.742,9.93,0.345,19.086,19.192,1.05,0.1884
9.293,9.93,0.345,19.086,19.192,1.05,0.1655
10.209,9.93,0.345,19.086,19.192,1.05,0.159
13.571,9.93,0.345,19.086,19.192,1.05,0.1303
-12.118,-5.53,12.18,11.667,-0.189,-8.697,0.1071
-10.481,-5.53,12.18,11.667,-0.189,-8.697,0.1245
-4.609,-5.53,12.18,11.667,-0.189,-8.697,0.1677
-3.877,-5.53,12.18,11.667,-0.189,-8.697,0.1718
-2.57,-5.53,12.18,11.667,-0.189,-8.697,0.1785
-0.898,-5.53,12.18,11.667,-0.189,-8.697,0.1863
0.49,-5.53,12.18,11.667,-0.189,-8.697,0.192
0.59,-5.53,12.18,11.667,-0.189,-8.697,0.1923
2.56,-5.53,12.18,11.667,-0.189,-8.697,0.1983
4.643,-5.53,12.18,11.667,-0.189,-8.697,0.2016
4.981,-5.53,12.18,11.667,-0.189,-8.697,0.2018
7.594,-5.53,12.18,11.667,-0.189,-8.697,0.1997
7.778,-5.53,12.18,11.667,-0.189,-8.697,0.1992
8.116,-5.53,12.18,11.667,-0.189,-8.697,0.1983
-10.235,-7.9,14.229,-3.23,-15.665,-6.755,0.1356
-9.276,-7.9,14.229,-3.23,-15.665,-6.755,0.1418
-8.085,-7.9,14.229,-3.23,-15.665,-6.755,0.1485
-8.007,-7.9,14.229,-3.23,-15.665,-6.755,0.1489
-4.255,-7.9,14.229,-3.23,-15.665,-6.755,0.1634
-2.744,-7.9,14.229,-3.23,-15.665,-6.755,0.1668
-1.726,-7.9,14.229,-3.23,-15.665,-6.755,0.1685
1.235,-7.9,14.229,-3.23,-15.665,-6.755,0.171
2.022,-7.9,14.229,-3.23,-15.665,-6.755,0.171
5.749,-7.9,14.229,-3.23,-15.665,-6.755,0.1662
9.869,-7.9,14.229,-3.23,-15.665,-6.755,0.1497
9.904,-7.9,14.229,-3.23,-15.665,-6.755,0.1495
11.577,-7.9,14.229,-3.23,-15.665,-6.755,0.1389
13.236,-7.9,14.229,-3.23,-15.665,-6.755,0.1251
-13.045,-14.53,14.359,18.634,5.697,13.656,0.071
-11.317,-14.53,14.359,18.634,5.697,13.656,0.0923
-8.914,-14.53,14.359,18.634,5.697,13.656,0.1181
-8.5,-14.53,14.359,18.634,5.697,13.656,0.1219
-7.36,-14.53,14.359,18.634,5.697,13.656,0.1312
-7.092,-14.53,14.359,18.634,5.697,13.656,0.1332
-5.647,-14.53,14.359,18.634,5.697,13.656,0.1425
-3.272,-14.53,14.359,18.634,5.697,13.656,0.1504
0.452,-14.53,14.359,18.634,5.697,13.656,0.1504
0.464,-14.53,14.359,18.634,5.697,13.656,0.1504
1.848,-14.53,14.359,18.634,5.697,13.656,0.1476
5.743,-14.53,14.359,18.634,5.697,13.656,0.1342
6.229,-14.53,14.359,18.634,5.697,13.656,0.1323
9.657,-14.53,14.359,18.634,5.697,13.656,0.1111
-13.373,4.45,12.415,-2.357,2.334,-1.21,0.1381
-11.747,4.45,12.415,-2.357,2.334,-1.21,0.1527
-9.033,4.45,12.415,-2.357,2.334,-1.21,0.1711
-5.648,4.45,12.415,-2.357,2.334,-1.21,0.1848
-2.433,4.45,12.415,-2.357,2.334,-1.21,0.1902
-0.818,4.45,12.415,-2.357,2.334,-1.21,0.1908
-0.71,4.45,12.415,-2.357,2.334,-1.21,0.1909
0.714,4.45,12.415,-2.357,2.334,-1.21,0.1905
1.913,4.45,12.415,-2.357,2.334,-1.21,0.1897
4.7,4.45,12.415,-2.357,2.334,-1.21,0.1851
8.131,4.45,12.415,-2.357,2.334,-1.21,0.1718
8.132,4.45,12.415,-2.357,2.334,-1.21,0.1718
8.943,4.45,12.415,-2.357,2.334,-1.21,0.167
10.483,4.45,12.415,-2.357,2.334,-1.21,0.156
-9.738,5.07,-6.722,6.037,-2.467,-16.187,0.1345
-8.941,5.07,-6.722,6.037,-2.467,-16.187,0.1417
-6.431,5.07,-6.722,6.037,-2.467,-16.187,0.1615
-6.057,5.07,-6.722,6.037,-2.467,-16.187,0.1641
-4.809,5.07,-6.722,6.037,-2.467,-16.187,0.1724
-3.943,5.07,-6.722,6.037,-2.467,-16.187,0.1776
-2.647,5.07,-6.722,6.037,-2.467,-16.187,0.1849
-1.185,5.07,-6.722,6.037,-2.467,-16.187,0.192
-0.718,5.07,-6.722,6.037,-2.467,-16.187,0.194
2.428,5.07,-6.722,6.037,-2.467,-16.187,0.2048
6.573,5.07,-6.722,6.037,-2.467,-16.187,0.2055
8.305,5.07,-6.722,6.037,-2.467,-16.187,0.2001
8.374,5.07,-6.722,6.037,-2.467,-16.187,0.1998
10.838,5.07,-6.722,6.037,-2.467,-16.187,0.1866
-14.867,7.85,-13.796,16.884,17.904,16.165,0.1372
-14.612,7.85,-13.796,16.884,17.904,16.165,0.1403
-14.531,7.85,-13.796,16.884,17.904,16.165,0.1412
-14.249,7.85,-13.796,16.884,17.904,16.165,0.1445
-9.263,7.85,-13.796,16.884,17.904,16.165,0.1908
-8.468,7.85,-13.796,16.884,17.904,16.165,0.1965
-4.821,7.85,-13.796,16.884,17.904,16.165,0.2173
2.122,7.85,-13.796,16.884,17.904,16.165,0.2257
2.468,7.85,-13.796,16.884,17.904,16.165,0.2252
3.813,7.85,-13.796,16.884,17.904,16.165,0.2223
7.021,7.85,-13.796,16.884,17.904,16.165,0.2076
8.576,7.85,-13.796,16.884,17.904,16.165,0.1977
8.626,7.85,-13.796,16.884,17.904,16.165,0.1974
10.935,7.85,-13.796,16.884,17.904,16.165,0.1799
-13.688,12.08,4.837,10.316,-7.006,12.039,0.1044
-11.665,12.08,4.837,10.316,-7.006,12.039,0.1279
-11.601,12.08,4.837,10.316,-7.006,12.039,0.1286
-8.208,12.08,4.837,10.316,-7.006,12.039,0.1569
-7.989,12.08,4.837,10.316,-7.006,12.039,0.1583
-7.728,12.08,4.837,10.316,-7.006,12.039,0.1598
-6.645,12.08,4.837,10.316,-7.006,12.039,0.1657
-5.76,12.08,4.837,10.316,-7.006,12.039,0.1698
-2.796,12.08,4.837,10.316,-7.006,12.039,0.1797
-1.595,12.08,4.837,10.316,-7.006,12.039,0.1822
1.62,12.08,4.837,10.316,-7.006,12.039,0.1836
5.643,12.08,4.837,10.316,-7.006,12.039,0.1736
6.057,12.08,4.837,10.316,-7.006,12.039,0.1717
10.386,12.08,4.837,10.316,-7.006,12.039,0.141
-12.557,5.05,-2.935,-7.016,-8.478,-7.483,0.1301
-10.511,5.05,-2.935,-7.016,-8.478,-7.483,0.1492
-8.326,5.05,-2.935,-7.016,-8.478,-7.483,0.1642
-8.205,5.05,-2.935,-7.016,-8.478,-7.483,0.1649
-7.529,5.05,-2.935,-7.016,-8.478,-7.483,0.1683
-6.767,5.05,-2.935,-7.016,-8.478,-7.483,0.1717
-5.763,5.05,-2.935,-7.016,-8.478,-7.483,0.1753
-5.198,5.05,-2.935,-7.016,-8.478,-7.483,0.1769
1.439,5.05,-2.935,-7.016,-8.478,-7.483,0.1825
2.736,5.05,-2.935,-7.016,-8.478,-7.483,0.1818
4.371,5.05,-2.935,-7.016,-8.478,-7.483,0.1796
5.892,5.05,-2.935,-7.016,-8.478,-7.483,0.1758
10.179,5.05,-2.935,-7.016,-8.478,-7.483,0.1542
11.453,5.05,-2.935,-7.016,-8.478,-7.483,0.1444
-14.672,7.95,-14.972,4.633,13.112,-7.594,0.0762
-7.341,7.95,-14.972,4.633,13.112,-7.594,0.1416
-3.798,7.95,-14.972,4.633,13.112,-7.594,0.1586
-2.172,7.95,-14.972,4.633,13.112,-7.594,0.1641
-0.937,7.95,-14.972,4.633,13.112,-7.594,0.1676
0.719,7.95,-14.972,4.633,13.112,-7.594,0.1714
0.914,7.95,-14.972,4.633,13.112,-7.594,0.1718
4.72,7.95,-14.972,4.633,13.112,-7.594,0.1745
5.78,7.95,-14.972,4.633,13.112,-7.594,0.1736
6.352,7.95,-14.972,4.633,13.112,-7.594,0.1727
7.909,7.95,-14.972,4.633,13.112,-7.594,0.1691
10.317,7.95,-14.972,4.633,13.112,-7.594,0.1597
10.37,7.95,-14.972,4.633,13.112,-7.594,0.1594
13.372,7.95,-14.972,4.633,13.112,-7.594,0.139
-13.75,-7.74,-14.792,-2.905,-1.697,3.317,0.1397
-12.384,-7.74,-14.792,-2.905,-1.697,3.317,0.1526
-12.359,-7.74,-14.792,-2.905,-1.697,3.317,0.1528
-12.166,-7.74,-14.792,-2.905,-1.697,3.317,0.1545
-10.916,-7.74,-14.792,-2.905,-1.697,3.317,0.1642
-7.79,-7.74,-14.792,-2.905,-1.697,3.317,0.1816
-2.599,-7.74,-14.792,-2.905,-1.697,3.317,0.1925
-0.367,-7.74,-14.792,-2.905,-1.697,3.317,0.1918
2.614,-7.74,-14.792,-2.905,-1.697,3.317,0.187
4.052,-7.74,-14.792,-2.905,-1.697,3.317,0.1829
5.264,-7.74,-14.792,-2.905,-1.697,3.317,0.1784
7.599,-7.74,-14.792,-2.905,-1.697,3.317,0.1666
9.696,-7.74,-14.792,-2.905,-1.697,3.317,0.1519
10.824,-7.74,-14.792,-2.905,-1.697,3.317,0.1424
-12.627,-9.11,17.799,-13.141,5.62,-9.041,0.144
-8.538,-9.11,17.799,-13.141,5.62,-9.041,0.1815
-6.727,-9.11,17.799,-13.141,5.62,-9.041,0.1928
-6.328,-9.11,17.799,-13.141,5.62,-9.041,0.1949
-2.27,-9.11,17.799,-13.141,5.62,-9.041,0.207
-0.221,-9.11,17.799,-13.141,5.62,-9.041,0.2084
5.582,-9.11,17.799,-13.141,5.62,-9.041,0.1965
6.357,-9.11,17.799,-13.141,5.62,-9.041,0.1932
7.503,-9.11,17.799,-13.141,5.62,-9.041,0.1875
7.69,-9.11,17.799,-13.141,5.62,-9.041,0.1865
7.782,-9.11,17.799,-13.141,5.62,-9.041,0.186
8.276,-9.11,17.799,-13.141,5.62,-9.041,0.1831
11.117,-9.11,17.799,-13.141,5.62,-9.041,0.1627
14.371,-9.11,17.799,-13.141,5.62,-9.041,0.1292
-13.942,-4.8,-15.407,-9.629,17.884,4.581,0.218
-13.888,-4.8,-15.407,-9.629,17.884,4.581,0.2186
-12.279,-4.8,-15.407,-9.629,17.884,4.581,0.2349
-12.122,-4.8,-15.407,-9.629,17.884,4.581,0.2363
-12.007,-4.8,-15.407,-9.629,17.884,4.581,0.2373
-11.392,-4.8,-15.407,-9.629,17.884,4.581,0.2423
-8.197,-4.8,-15.407,-9.629,17.884,4.581,0.2606
-6.917,-4.8,-15.407,-9.629,17.884,4.581,0.2643
-6.257,-4.8,-15.407,-9.629,17.884,4.581,0.2655
2.64,-4.8,-15.407,-9.629,17.884,4.581,0.2512
4.675,-4.8,-15.407,-9.629,17.884,4.581,0.2429
5.391,-4.8,-15.407,-9.629,17.884,4.581,0.2394
8.234,-4.8,-15.407,-9.629,17.884,4.581,0.2221
11.365,-4.8,-15.407,-9.629,17.884,4.581,0.1936
-10.394,14.8,15.537,11.863,6.012,3.811,0.0869
-9.786,14.8,15.537,11.863,6.012,3.811,0.0923
-8.582,14.8,15.537,11.863,6.012,3.811,0.102
-8.156,14.8,15.537,11.863,6.012,3.811,0.1051
-6.52,14.8,15.537,11.863,6.012,3.811,0.1158
-1.909,14.8,15.537,11.863,6.012,3.811,0.1368
-1.896,14.8,15.537,11.863,6.012,3.811,0.1368
0.393,14.8,15.537,11.863,6.012,3.811,0.1423
1.181,14.8,15.537,11.863,6.012,3.811,0.1433
3.116,14.8,15.537,11.863,6.012,3.811,0.1435
8.155,14.8,15.537,11.863,6.012,3.811,0.1276
8.318,14.8,15.537,11.863,6.012,3.811,0.1266
11.057,14.8,15.537,11.863,6.012,3.811,0.1059
12.393,14.8,15.537,11.863,6.012,3.811,0.0929
-12.435,1.23,-0.314,12.131,-2.357,-9.19,0.1099
-11.1,1.23,-0.314,12.131,-2.357,-9.19,0.1246
-9.533,1.23,-0.314,12.131,-2.357,-9.19,0.1396
-8.891,1.23,-0.314,12.131,-2.357,-9.19,0.145
-7.183,1.23,-0.314,12.131,-2.357,-9.19,0.1577
-4.285,1.23,-0.314,12.131,-2.357,-9.19,0.1751
-3.725,1.23,-0.314,12.131,-2.357,-9.19,0.178
-0.363,1.23,-0.314,12.131,-2.357,-9.19,0.1937
0.78,1.23,-0.314,12.131,-2.357,-9.19,0.1984
1.209,1.23,-0.314,12.131,-2.357,-9.19,0.2
4.071,1.23,-0.314,12.131,-2.357,-9.19,0.2079
4.646,1.23,-0.314,12.131,-2.357,-9.19,0.2088
6.855,1.23,-0.314,12.131,-2.357,-9.19,0.2086
10.43,1.23,-0.314,12.131,-2.357,-9.19,0.1942
-13.952,-14.41,3.189,-11.314,17.954,-10.594,0.0928
-13.9,-14.41,3.189,-11.314,17.954,-10.594,0.0935
-11.509,-14.41,3.189,-11.314,17.954,-10.594,0.1216
-1.696,-14.41,3.189,-11.314,17.954,-10.594,0.1795
-0.712,-14.41,3.189,-11.314,17.954,-10.594,0.1817
-0.207,-14.41,3.189,-11.314,17.954,-10.594,0.1824
-0.084,-14.41,3.189,-11.314,17.954,-10.594,0.1826
2.007,-14.41,3.189,-11.314,17.954,-10.594,0.1834
2.048,-14.41,3.189,-11.314,17.954,-10.594,0.1834
5.655,-14.41,3.189,-11.314,17.954,-10.594,0.1748
8.974,-14.41,3.189,-11.314,17.954,-10.594,0.1524
10.34,-14.41,3.189,-11.314,17.954,-10.594,0.14
10.365,-14.41,3.189,-11.314,17.954,-10.594,0.1397
10.911,-14.41,3.189,-11.314,17.954,-10.594,0.1344
-9.016,-8.16,18.826,-17.218,7.563,-1.712,0.2041
-6.964,-8.16,18.826,-17.218,7.563,-1.712,0.2156
-4.928,-8.16,18.826,-17.218,7.563,-1.712,0.2236
-2.105,-8.16,18.826,-17.218,7.563,-1.712,0.2288
-1.244,-8.16,18.826,-17.218,7.563,-1.712,0.2287
-1.125,-8.16,18.826,-17.218,7.563,-1.712,0.2287
0.176,-8.16,18.826,-17.218,7.563,-1.712,0.2267
1.069,-8.16,18.826,-17.218,7.563,-1.712,0.2247
1.708,-8.16,18.826,-17.218,7.563,-1.712,0.2229
1.903,-8.16,18.826,-17.218,7.563,-1.712,0.2223
4.025,-8.16,18.826,-17.218,7.563,-1.712,0.2143
6.355,-8.16,18.826,-17.218,7.563,-1.712,0.2024
8.009,-8.16,18.826,-17.218,7.563,-1.712,0.1918
11.372,-8.16,18.826,-17.218,7.563,-1.712,0.1656
-13.419,-7.01,-0.379,9.191,-2.997,-2.13,0.0839
-12.456,-7.01,-0.379,9.191,-2.997,-2.13,0.0947
-12.025,-7.01,-0.379,9.191,-2.997,-2.13,0.0992
-8.521,-7.01,-0.379,9.191,-2.997,-2.13,0.1291
-6.472,-7.01,-0.379,9.191,-2.997,-2.13,0.1417
-3.336,-7.01,-0.379,9.191,-2.997,-2.13,0.1557
0.494,-7.01,-0.379,9.191,-2.997,-2.13,0.1663
1.341,-7.01,-0.379,9.191,-2.997,-2.13,0.1677
3.268,-7.01,-0.379,9.191,-2.997,-2.13,0.1692
3.821,-7.01,-0.379,9.191,-2.997,-2.13,0.1692
7.463,-7.01,-0.379,9.191,-2.997,-2.13,0.1629
8.368,-7.01,-0.379,9.191,-2.997,-2.13,0.1595
10.673,-7.01,-0.379,9.191,-2.997,-2.13,0.1465
12.107,-7.01,-0.379,9.191,-2.997,-2.13,0.1353
-13.716,11.0,13.555,-3.232,16.205,19.253,0.1611
-12.004,11.0,13.555,-3.232,16.205,19.253,0.1765
-11.318,11.0,13.555,-3.232,16.205,19.253,0.1822
-10.462,11.0,13.555,-3.232,16.205,19.253,0.1885
-10.29,11.0,13.555,-3.232,16.205,19.253,0.1896
-6.572,11.0,13.555,-3.232,16.205,19.253,0.2073
-1.867,11.0,13.555,-3.232,16.205,19.253,0.209
-0.743,11.0,13.555,-3.232,16.205,19.253,0.2067
-0.399,11.0,13.555,-3.232,16.205,19.253,0.2057
0.838,11.0,13.555,-3.232,16.205,19.253,0.2018
1.329,11.0,13.555,-3.232,16.205,19.253,0.1999
1.957,11.0,13.555,-3.232,16.205,19.253,0.1973
4.53,11.0,13.555,-3.232,16.205,19.253,0.1841
8.505,11.0,13.555,-3.232,16.205,19.253,0.1523
-11.92,11.75,-16.918,-18.231,4.816,-15.326,0.1154
-11.28,11.75,-16.918,-18.231,4.816,-15.326,0.1219
-9.976,11.75,-16.918,-18.231,4.816,-15.326,0.1346
-7.849,11.75,-16.918,-18.231,4.816,-15.326,0.1526
-7.675,11.75,-16.918,-18.231,4.816,-15.326,0.1539
-7.207,11.75,-16.918,-18.231,4.816,-15.326,0.1571
-4.554,11.75,-16.918,-18.231,4.816,-15.326,0.1721
-4.032,11.75,-16.918,-18.231,4.816,-15.326,0.1739
-1.244,11.75,-16.918,-18.231,4.816,-15.326,0.1773
0.589,11.75,-16.918,-18.231,4.816,-15.326,0.176
8.277,11.75,-16.918,-18.231,4.816,-15.326,0.1434
9.559,11.75,-16.918,-18.231,4.816,-15.326,0.1335
11.818,11.75,-16.918,-18.231,4.816,-15.326,0.1119
13.192,11.75,-16.918,-18.231,4.816,-15.326,0.0965
-9.407,-11.56,-16.426,9.283,-5.905,-0.42,0.1372
-7.526,-11.56,-16.426,9.283,-5.905,-0.42,0.151
-7.01,-11.56,-16.426,9.283,-5.905,-0.42,0.1543
-6.767,-11.56,-16.426,9.283,-5.905,-0.42,0.1557
-5.819,-11.56,-16.426,9.283,-5.905,-0.42,0.1611
-4.568,-11.56,-16.426,9.283,-5.905,-0.42,0.1673
-4.511,-11.56,-16.426,9.283,-5.905,-0.42,0.1676
0.22,-11.56,-16.426,9.283,-5.905,-0.42,0.18
2.426,-11.56,-16.426,9.283,-5.905,-0.42,0.1806
3.621,-11.56,-16.426,9.283,-5.905,-0.42,0.1793
5.857,-11.56,-16.426,9.283,-5.905,-0.42,0.1744
9.026,-11.56,-16.426,9.283,-5.905,-0.42,0.1602
9.594,-11.56,-16.426,9.283,-5.905,-0.42,0.1566
10.071,-11.56,-16.426,9.283,-5.905,-0.42,0.1533
-14.197,4.04,14.975,19.105,14.43,3.445,0.1439
-11.614,4.04,14.975,19.105,14.43,3.445,0.1707
-11.512,4.04,14.975,19.105,14.43,3.445,0.1716
-11.056,4.04,14.975,19.105,14.43,3.445,0.1756
-9.181,4.04,14.975,19.105,14.43,3.445,0.1901
-8.075,4.04,14.975,19.105,14.43,3.445,0.1977
-5.34,4.04,14.975,19.105,14.43,3.445,0.2141
-5.312,4.04,14.975,19.105,14.43,3.445,0.2142
-4.613,4.04,14.975,19.105,14.43,3.445,0.2179
-2.569,4.04,14.975,19.105,14.43,3.445,0.2273
1.122,4.04,14.975,19.105,14.43,3.445,0.2386
2.258,4.04,14.975,19.105,14.43,3.445,0.2404
4.846,4.04,14.975,19.105,14.43,3.445,0.2405
5.429,4.04,14.975,19.105,14.43,3.445,0.2393
-13.307,12.86,0.553,1.164,8.135,5.483,0.0564
-12.773,12.86,0.553,1.164,8.135,5.483,0.0614
-10.54,12.86,0.553,1.164,8.135,5.483,0.0797
-6.26,12.86,0.553,1.164,8.135,5.483,0.1028
-5.445,12.86,0.553,1.164,8.135,5.483,0.1055
1.28,12.86,0.553,1.164,8.135,5.483,0.1122
2.872,12.86,0.553,1.164,8.135,5.483,0.1093
4.077,12.86,0.553,1.164,8.135,5.483,0.1061
5.249,12.86,0.553,1.164,8.135,5.483,0.1017
5.912,12.86,0.553,1.164,8.135,5.483,0.0987
8.821,12.86,0.553,1.164,8.135,5.483,0.0809
10.454,12.86,0.553,1.164,8.135,5.483,0.0675
11.087,12.86,0.553,1.164,8.135,5.483,0.0617
13.426,12.86,0.553,1.164,8.135,5.483,0.0372
-13.564,-6.47,-2.456,2.617,7.747,-17.756,0.1088
-9.974,-6.47,-2.456,2.617,7.747,-17.756,0.1513
-8.256,-6.47,-2.456,2.617,7.747,-17.756,0.1677
-8.198,-6.47,-2.456,2.617,7.747,-17.756,0.1683
-6.649,-6.47,-2.456,2.617,7.747,-17.756,0.1811
-0.578,-6.47,-2.456,2.617,7.747,-17.756,0.2148
1.243,-6.47,-2.456,2.617,7.747,-17.756,0.2199
2.214,-6.47,-2.456,2.617,7.747,-17.756,0.2216
2.434,-6.47,-2.456,2.617,7.747,-17.756,0.2219
2.712,-6.47,-2.456,2.617,7.747,-17.756,0.2221
5.736,-6.47,-2.456,2.617,7.747,-17.756,0.2183
7.443,-6.47,-2.456,2.617,7.747,-17.756,0.2124
10.029,-6.47,-2.456,2.617,7.747,-17.756,0.1987
10.966,-6.47,-2.456,2.617,7.747,-17.756,0.1925
-12.915,-11.82,15.946,8.69,4.061,-15.987,0.0683
-9.367,-11.82,15.946,8.69,4.061,-15.987,0.1122
-7.401,-11.82,15.946,8.69,4.061,-15.987,0.132
-5.242,-11.82,15.946,8.69,4.061,-15.987,0.1503
-3.924,-11.82,15.946,8.69,4.061,-15.987,0.1597
