ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CM
-3.924,-11.82,15.946,8.69,4.061,-15.987,0.0893
2.208,-11.82,15.946,8.69,4.061,-15.987,0.0847
2.321,-11.82,15.946,8.69,4.061,-15.987,0.0845
2.349,-11.82,15.946,8.69,4.061,-15.987,0.0844
5.141,-11.82,15.946,8.69,4.061,-15.987,0.0636
9.125,-11.82,15.946,8.69,4.061,-15.987,0.0047
11.041,-11.82,15.946,8.69,4.061,-15.987,-0.0289
13.8,-11.82,15.946,8.69,4.061,-15.987,-0.0838
14.101,-11.82,15.946,8.69,4.061,-15.987,-0.0902
14.356,-11.82,15.946,8.69,4.061,-15.987,-0.0957
-13.27,5.2,2.351,15.799,5.387,-17.092,0.2543
-11.937,5.2,2.351,15.799,5.387,-17.092,0.2331
-11.745,5.2,2.351,15.799,5.387,-17.092,0.2302
-8.325,5.2,2.351,15.799,5.387,-17.092,0.186
-6.655,5.2,2.351,15.799,5.387,-17.092,0.1677
-5.282,5.2,2.351,15.799,5.387,-17.092,0.1537
-4.031,5.2,2.351,15.799,5.387,-17.092,0.143
-3.28,5.2,2.351,15.799,5.387,-17.092,0.1375
7.216,5.2,2.351,15.799,5.387,-17.092,0.0322
8.794,5.2,2.351,15.799,5.387,-17.092,-0.0009
8.826,5.2,2.351,15.799,5.387,-17.092,-0.0015
11.588,5.2,2.351,15.799,5.387,-17.092,-0.0589
11.865,5.2,2.351,15.799,5.387,-17.092,-0.0647
13.841,5.2,2.351,15.799,5.387,-17.092,-0.1077
-13.22,-12.79,12.205,-6.973,10.775,6.562,0.0653
-12.283,-12.79,12.205,-6.973,10.775,6.562,0.0458
-11.226,-12.79,12.205,-6.973,10.775,6.562,0.0263
-10.83,-12.79,12.205,-6.973,10.775,6.562,0.0196
-9.028,-12.79,12.205,-6.973,10.775,6.562,-0.0068
-3.784,-12.79,12.205,-6.973,10.775,6.562,-0.0526
0.212,-12.79,12.205,-6.973,10.775,6.562,-0.0486
0.837,-12.79,12.205,-6.973,10.775,6.562,-0.0472
1.925,-12.79,12.205,-6.973,10.775,6.562,-0.0461
2.006,-12.79,12.205,-6.973,10.775,6.562,-0.0461
4.627,-12.79,12.205,-6.973,10.775,6.562,-0.056
5.291,-12.79,12.205,-6.973,10.775,6.562,-0.0607
7.582,-12.79,12.205,-6.973,10.775,6.562,-0.0815
14.159,-12.79,12.205,-6.973,10.775,6.562,-0.1703
-12.619,-0.2,-7.668,-17.24,9.354,13.941,0.0913
-11.624,-0.2,-7.668,-17.24,9.354,13.941,0.0712
-10.719,-0.2,-7.668,-17.24,9.354,13.941,0.0521
-9.739,-0.2,-7.668,-17.24,9.354,13.941,0.0314
-4.868,-0.2,-7.668,-17.24,9.354,13.941,-0.0644
2.086,-0.2,-7.668,-17.24,9.354,13.941,-0.1293
3.239,-0.2,-7.668,-17.24,9.354,13.941,-0.1371
5.369,-0.2,-7.668,-17.24,9.354,13.941,-0.1471
5.483,-0.2,-7.668,-17.24,9.354,13.941,-0.1486
6.132,-0.2,-7.668,-17.24,9.354,13.941,-0.1585
7.933,-0.2,-7.668,-17.24,9.354,13.941,-0.1812
8.354,-0.2,-7.668,-17.24,9.354,13.941,-0.1868
9.321,-0.2,-7.668,-17.24,9.354,13.941,-0.1999
9.809,-0.2,-7.668,-17.24,9.354,13.941,-0.2064
-10.902,-3.8,-9.859,-14.294,-11.163,2.301,0.06
-10.146,-3.8,-9.859,-14.294,-11.163,2.301,0.0462
-6.975,-3.8,-9.859,-14.294,-11.163,2.301,-0.0069
-6.033,-3.8,-9.859,-14.294,-11.163,2.301,-0.0195
-3.857,-3.8,-9.859,-14.294,-11.163,2.301,-0.0409
-3.76,-3.8,-9.859,-14.294,-11.163,2.301,-0.0416
-1.026,-3.8,-9.859,-14.294,-11.163,2.301,-0.054
0.553,-3.8,-9.859,-14.294,-11.163,2.301,-0.0589
1.266,-3.8,-9.859,-14.294,-11.163,2.301,-0.0605
1.6,-3.8,-9.859,-14.294,-11.163,2.301,-0.0616
4.667,-3.8,-9.859,-14.294,-11.163,2.301,-0.0866
5.297,-3.8,-9.859,-14.294,-11.163,2.301,-0.093
7.736,-3.8,-9.859,-14.294,-11.163,2.301,-0.122
8.179,-3.8,-9.859,-14.294,-11.163,2.301,-0.1276
-14.711,-7.5,-10.709,8.655,14.991,3.973,0.1682
-12.694,-7.5,-10.709,8.655,14.991,3.973,0.1337
-5.793,-7.5,-10.709,8.655,14.991,3.973,0.0461
-2.018,-7.5,-10.709,8.655,14.991,3.973,0.0205
-1.911,-7.5,-10.709,8.655,14.991,3.973,0.0203
2.42,-7.5,-10.709,8.655,14.991,3.973,0.014
2.658,-7.5,-10.709,8.655,14.991,3.973,0.0126
4.293,-7.5,-10.709,8.655,14.991,3.973,0.0005
6.776,-7.5,-10.709,8.655,14.991,3.973,-0.023
7.729,-7.5,-10.709,8.655,14.991,3.973,-0.0336
7.79,-7.5,-10.709,8.655,14.991,3.973,-0.0343
11.081,-7.5,-10.709,8.655,14.991,3.973,-0.0787
11.686,-7.5,-10.709,8.655,14.991,3.973,-0.089
14.688,-7.5,-10.709,8.655,14.991,3.973,-0.1461
-14.31,3.79,13.168,16.259,-18.921,1.257,0.2069
-11.407,3.79,13.168,16.259,-18.921,1.257,0.1625
-10.561,3.79,13.168,16.259,-18.921,1.257,0.1516
-8.904,3.79,13.168,16.259,-18.921,1.257,0.1324
-8.162,3.79,13.168,16.259,-18.921,1.257,0.1246
-7.926,3.79,13.168,16.259,-18.921,1.257,0.1222
-4.186,3.79,13.168,16.259,-18.921,1.257,0.1009
-4.088,3.79,13.168,16.259,-18.921,1.257,0.0985
-1.977,3.79,13.168,16.259,-18.921,1.257,0.0734
-0.542,3.79,13.168,16.259,-18.921,1.257,0.0654
-0.145,3.79,13.168,16.259,-18.921,1.257,0.063
4.794,3.79,13.168,16.259,-18.921,1.257,0.04
6.965,3.79,13.168,16.259,-18.921,1.257,-0.0058
8.432,3.79,13.168,16.259,-18.921,1.257,-0.0342
-12.794,-13.84,-3.458,2.823,-15.848,-3.676,0.1167
-9.102,-13.84,-3.458,2.823,-15.848,-3.676,0.068
-8.711,-13.84,-3.458,2.823,-15.848,-3.676,0.0637
-4.756,-13.84,-3.458,2.823,-15.848,-3.676,0.0298
-4.751,-13.84,-3.458,2.823,-15.848,-3.676,0.0298
-4.423,-13.84,-3.458,2.823,-15.848,-3.676,0.0275
-2.249,-13.84,-3.458,2.823,-15.848,-3.676,0.0208
-0.987,-13.84,-3.458,2.823,-15.848,-3.676,0.0207
0.829,-13.84,-3.458,2.823,-15.848,-3.676,0.0239
5.113,-13.84,-3.458,2.823,-15.848,-3.676,0.0197
8.501,-13.84,-3.458,2.823,-15.848,-3.676,-0.0063
10.961,-13.84,-3.458,2.823,-15.848,-3.676,-0.0368
11.842,-13.84,-3.458,2.823,-15.848,-3.676,-0.05
12.762,-13.84,-3.458,2.823,-15.848,-3.676,-0.0651
-14.795,-3.22,5.189,1.734,6.709,-2.614,0.173
-13.84,-3.22,5.189,1.734,6.709,-2.614,0.1572
-9.976,-3.22,5.189,1.734,6.709,-2.614,0.1031
-7.19,-3.22,5.189,1.734,6.709,-2.614,0.071
-1.867,-3.22,5.189,1.734,6.709,-2.614,0.0256
0.306,-3.22,5.189,1.734,6.709,-2.614,0.014
1.403,-3.22,5.189,1.734,6.709,-2.614,0.0095
2.064,-3.22,5.189,1.734,6.709,-2.614,0.0065
3.021,-3.22,5.189,1.734,6.709,-2.614,0.0031
3.387,-3.22,5.189,1.734,6.709,-2.614,0.0019
8.4,-3.22,5.189,1.734,6.709,-2.614,-0.0485
8.729,-3.22,5.189,1.734,6.709,-2.614,-0.0528
10.156,-3.22,5.189,1.734,6.709,-2.614,-0.0721
10.422,-3.22,5.189,1.734,6.709,-2.614,-0.0759
-14.795,0.93,14.097,5.256,-16.15,-19.161,0.2495
-13.712,0.93,14.097,5.256,-16.15,-19.161,0.2321
-13.13,0.93,14.097,5.256,-16.15,-19.161,0.223
-10.046,0.93,14.097,5.256,-16.15,-19.161,0.1827
-10.003,0.93,14.097,5.256,-16.15,-19.161,0.1822
-6.755,0.93,14.097,5.256,-16.15,-19.161,0.146
-2.545,0.93,14.097,5.256,-16.15,-19.161,0.1024
4.902,0.93,14.097,5.256,-16.15,-19.161,0.0564
5.04,0.93,14.097,5.256,-16.15,-19.161,0.0565
7.981,0.93,14.097,5.256,-16.15,-19.161,-0.0007
8.463,0.93,14.097,5.256,-16.15,-19.161,-0.0105
11.627,0.93,14.097,5.256,-16.15,-19.161,-0.0714
11.689,0.93,14.097,5.256,-16.15,-19.161,-0.0726
11.696,0.93,14.097,5.256,-16.15,-19.161,-0.0728
-14.675,8.95,-16.046,-3.594,1.724,-10.052,0.1683
-14.149,8.95,-16.046,-3.594,1.724,-10.052,0.1594
-12.278,8.95,-16.046,-3.594,1.724,-10.052,0.1292
-8.647,8.95,-16.046,-3.594,1.724,-10.052,0.0784
-8.6,8.95,-16.046,-3.594,1.724,-10.052,0.0779
-8.199,8.95,-16.046,-3.594,1.724,-10.052,0.0734
-4.494,8.95,-16.046,-3.594,1.724,-10.052,0.0383
-3.606,8.95,-16.046,-3.594,1.724,-10.052,0.0325
1.855,8.95,-16.046,-3.594,1.724,-10.052,0.022
2.988,8.95,-16.046,-3.594,1.724,-10.052,0.0182
3.365,8.95,-16.046,-3.594,1.724,-10.052,0.0159
12.47,8.95,-16.046,-3.594,1.724,-10.052,-0.0899
13.159,8.95,-16.046,-3.594,1.724,-10.052,-0.1031
14.169,8.95,-16.046,-3.594,1.724,-10.052,-0.1229
-14.158,-9.69,-1.058,14.963,-16.509,-5.422,0.2059
-11.306,-9.69,-1.058,14.963,-16.509,-5.422,0.1614
-8.909,-9.69,-1.058,14.963,-16.509,-5.422,0.1295
-7.472,-9.69,-1.058,14.963,-16.509,-5.422,0.1141
-7.068,-9.69,-1.058,14.963,-16.509,-5.422,0.1103
-5.082,-9.69,-1.058,14.963,-16.509,-5.422,0.0928
-4.984,-9.69,-1.058,14.963,-16.509,-5.422,0.092
-3.665,-9.69,-1.058,14.963,-16.509,-5.422,0.0831
-3.057,-9.69,-1.058,14.963,-16.509,-5.422,0.0785
3.402,-9.69,-1.058,14.963,-16.509,-5.422,0.0654
8.001,-9.69,-1.058,14.963,-16.509,-5.422,0.0146
10.254,-9.69,-1.058,14.963,-16.509,-5.422,-0.0238
10.976,-9.69,-1.058,14.963,-16.509,-5.422,-0.0375
11.218,-9.69,-1.058,14.963,-16.509,-5.422,-0.0421
-14.471,-12.03,-9.936,-0.263,-19.076,-19.41,0.2011
-14.416,-12.03,-9.936,-0.263,-19.076,-19.41,0.2002
-10.743,-12.03,-9.936,-0.263,-19.076,-19.41,0.1457
-9.279,-12.03,-9.936,-0.263,-19.076,-19.41,0.1263
-7.371,-12.03,-9.936,-0.263,-19.076,-19.41,0.1042
-7.064,-12.03,-9.936,-0.263,-19.076,-19.41,0.1009
-6.001,-12.03,-9.936,-0.263,-19.076,-19.41,0.0905
-4.395,-12.03,-9.936,-0.263,-19.076,-19.41,0.078
-1.862,-12.03,-9.936,-0.263,-19.076,-19.41,0.0686
-0.685,-12.03,-9.936,-0.263,-19.076,-19.41,0.0678
-0.092,-12.03,-9.936,-0.263,-19.076,-19.41,0.0679
2.194,-12.03,-9.936,-0.263,-19.076,-19.41,0.0693
5.497,-12.03,-9.936,-0.263,-19.076,-19.41,0.0513
8.691,-12.03,-9.936,-0.263,-19.076,-19.41,0.0072
-14.471,9.03,5.567,11.407,-12.823,-13.897,0.2325
-11.557,9.03,5.567,11.407,-12.823,-13.897,0.1871
-11.002,9.03,5.567,11.407,-12.823,-13.897,0.1788
-10.037,9.03,5.567,11.407,-12.823,-13.897,0.1645
-9.312,9.03,5.567,11.407,-12.823,-13.897,0.154
-9.035,9.03,5.567,11.407,-12.823,-13.897,0.1503
-7.943,9.03,5.567,11.407,-12.823,-13.897,0.1375
-6.958,9.03,5.567,11.407,-12.823,-13.897,0.1269
-4.954,9.03,5.567,11.407,-12.823,-13.897,0.1092
-4.097,9.03,5.567,11.407,-12.823,-13.897,0.1036
0.899,9.03,5.567,11.407,-12.823,-13.897,0.0921
2.683,9.03,5.567,11.407,-12.823,-13.897,0.0895
3.787,9.03,5.567,11.407,-12.823,-13.897,0.0821
5.26,9.03,5.567,11.407,-12.823,-13.897,0.0686
-10.796,-9.16,-3.447,-19.534,-5.428,19.674,0.0288
-9.862,-9.16,-3.447,-19.534,-5.428,19.674,0.0097
-7.397,-9.16,-3.447,-19.534,-5.428,19.674,-0.0374
-6.318,-9.16,-3.447,-19.534,-5.428,19.674,-0.057
-6.124,-9.16,-3.447,-19.534,-5.428,19.674,-0.0605
-5.891,-9.16,-3.447,-19.534,-5.428,19.674,-0.0647
-5.019,-9.16,-3.447,-19.534,-5.428,19.674,-0.0796
-4.362,-9.16,-3.447,-19.534,-5.428,19.674,-0.09
-3.029,-9.16,-3.447,-19.534,-5.428,19.674,-0.1088
0.912,-9.16,-3.447,-19.534,-5.428,19.674,-0.1336
4.416,-9.16,-3.447,-19.534,-5.428,19.674,-0.1536
6.807,-9.16,-3.447,-19.534,-5.428,19.674,-0.1752
7.164,-9.16,-3.447,-19.534,-5.428,19.674,-0.1788
12.352,-9.16,-3.447,-19.534,-5.428,19.674,-0.2445
-14.987,-5.4,-4.546,-1.514,19.303,-10.731,0.1928
-14.28,-5.4,-4.546,-1.514,19.303,-10.731,0.181
-11.491,-5.4,-4.546,-1.514,19.303,-10.731,0.1374
-7.505,-5.4,-4.546,-1.514,19.303,-10.731,0.0888
-7.243,-5.4,-4.546,-1.514,19.303,-10.731,0.086
-5.274,-5.4,-4.546,-1.514,19.303,-10.731,0.0672
-2.245,-5.4,-4.546,-1.514,19.303,-10.731,0.0637
-2.1,-5.4,-4.546,-1.514,19.303,-10.731,0.0643
-0.934,-5.4,-4.546,-1.514,19.303,-10.731,0.062
-0.033,-5.4,-4.546,-1.514,19.303,-10.731,0.0556
1.396,-5.4,-4.546,-1.514,19.303,-10.731,0.0502
6.906,-5.4,-4.546,-1.514,19.303,-10.731,-0.0156
8.363,-5.4,-4.546,-1.514,19.303,-10.731,-0.0388
11.482,-5.4,-4.546,-1.514,19.303,-10.731,-0.0928
-13.819,-6.64,7.205,-15.769,-19.67,12.269,0.1076
-11.955,-6.64,7.205,-15.769,-19.67,12.269,0.0661
-10.25,-6.64,7.205,-15.769,-19.67,12.269,0.0283
-5.893,-6.64,7.205,-15.769,-19.67,12.269,-0.057
-3.631,-6.64,7.205,-15.769,-19.67,12.269,-0.0866
-2.829,-6.64,7.205,-15.769,-19.67,12.269,-0.0936
0.814,-6.64,7.205,-15.769,-19.67,12.269,-0.1045
0.818,-6.64,7.205,-15.769,-19.67,12.269,-0.1045
1.021,-6.64,7.205,-15.769,-19.67,12.269,-0.105
2.243,-6.64,7.205,-15.769,-19.67,12.269,-0.1086
3.145,-6.64,7.205,-15.769,-19.67,12.269,-0.1138
3.235,-6.64,7.205,-15.769,-19.67,12.269,-0.1144
3.399,-6.64,7.205,-15.769,-19.67,12.269,-0.1155
9.981,-6.64,7.205,-15.769,-19.67,12.269,-0.1856
-14.527,6.01,17.789,-18.153,2.009,-3.784,0.153
-10.973,6.01,17.789,-18.153,2.009,-3.784,0.0897
-9.161,6.01,17.789,-18.153,2.009,-3.784,0.0609
-6.111,6.01,17.789,-18.153,2.009,-3.784,0.0128
-5.557,6.01,17.789,-18.153,2.009,-3.784,0.004
-3.91,6.01,17.789,-18.153,2.009,-3.784,-0.0196
-1.654,6.01,17.789,-18.153,2.009,-3.784,-0.0427
6.499,6.01,17.789,-18.153,2.009,-3.784,-0.091
6.79,6.01,17.789,-18.153,2.009,-3.784,-0.0941
7.87,6.01,17.789,-18.153,2.009,-3.784,-0.1058
9.169,6.01,17.789,-18.153,2.009,-3.784,-0.1213
10.782,6.01,17.789,-18.153,2.009,-3.784,-0.1429
12.184,6.01,17.789,-18.153,2.009,-3.784,-0.1643
14.096,6.01,17.789,-18.153,2.009,-3.784,-0.1985
-14.601,-8.87,9.72,-6.236,-2.832,17.693,0.1165
-13.934,-8.87,9.72,-6.236,-2.832,17.693,0.1014
-13.199,-8.87,9.72,-6.236,-2.832,17.693,0.0848
-12.011,-8.87,9.72,-6.236,-2.832,17.693,0.0589
-11.494,-8.87,9.72,-6.236,-2.832,17.693,0.0484
-11.164,-8.87,9.72,-6.236,-2.832,17.693,0.0419
-11.115,-8.87,9.72,-6.236,-2.832,17.693,0.0409
-8.077,-8.87,9.72,-6.236,-2.832,17.693,-0.0143
-5.076,-8.87,9.72,-6.236,-2.832,17.693,-0.0578
2.839,-8.87,9.72,-6.236,-2.832,17.693,-0.0909
4.232,-8.87,9.72,-6.236,-2.832,17.693,-0.1004
7.87,-8.87,9.72,-6.236,-2.832,17.693,-0.1354
10.768,-8.87,9.72,-6.236,-2.832,17.693,-0.1728
12.332,-8.87,9.72,-6.236,-2.832,17.693,-0.1961
-14.645,-1.0,18.186,13.396,3.85,12.544,0.1892
-9.554,-1.0,18.186,13.396,3.85,12.544,0.1009
-7.903,-1.0,18.186,13.396,3.85,12.544,0.0755
-7.668,-1.0,18.186,13.396,3.85,12.544,0.0721
-6.269,-1.0,18.186,13.396,3.85,12.544,0.0536
-5.008,-1.0,18.186,13.396,3.85,12.544,0.0403
-3.223,-1.0,18.186,13.396,3.85,12.544,0.0258
3.46,-1.0,18.186,13.396,3.85,12.544,-0.005
3.994,-1.0,18.186,13.396,3.85,12.544,-0.0092
6.387,-1.0,18.186,13.396,3.85,12.544,-0.038
6.895,-1.0,18.186,13.396,3.85,12.544,-0.0452
9.065,-1.0,18.186,13.396,3.85,12.544,-0.0801
11.019,-1.0,18.186,13.396,3.85,12.544,-0.1138
12.304,-1.0,18.186,13.396,3.85,12.544,-0.1361
-14.556,-5.27,-0.954,-10.02,12.321,-15.346,0.1962
-13.403,-5.27,-0.954,-10.02,12.321,-15.346,0.1739
-12.536,-5.27,-0.954,-10.02,12.321,-15.346,0.1573
-11.691,-5.27,-0.954,-10.02,12.321,-15.346,0.1415
-11.269,-5.27,-0.954,-10.02,12.321,-15.346,0.1345
-10.535,-5.27,-0.954,-10.02,12.321,-15.346,0.1226
-9.201,-5.27,-0.954,-10.02,12.321,-15.346,0.1017
-7.32,-5.27,-0.954,-10.02,12.321,-15.346,0.0775
0.213,-5.27,-0.954,-10.02,12.321,-15.346,0.029
1.038,-5.27,-0.954,-10.02,12.321,-15.346,0.0266
6.628,-5.27,-0.954,-10.02,12.321,-15.346,-0.036
11.204,-5.27,-0.954,-10.02,12.321,-15.346,-0.1191
12.429,-5.27,-0.954,-10.02,12.321,-15.346,-0.1411
12.668,-5.27,-0.954,-10.02,12.321,-15.346,-0.1455
-12.978,12.47,-17.349,10.637,-18.48,-16.156,0.1976
-12.837,12.47,-17.349,10.637,-18.48,-16.156,0.1953
-7.652,12.47,-17.349,10.637,-18.48,-16.156,0.1225
-6.594,12.47,-17.349,10.637,-18.48,-16.156,0.112
-6.027,12.47,-17.349,10.637,-18.48,-16.156,0.1071
-0.785,12.47,-17.349,10.637,-18.48,-16.156,0.0923
1.187,12.47,-17.349,10.637,-18.48,-16.156,0.0955
2.327,12.47,-17.349,10.637,-18.48,-16.156,0.0957
3.825,12.47,-17.349,10.637,-18.48,-16.156,0.0907
7.362,12.47,-17.349,10.637,-18.48,-16.156,0.0492
7.689,12.47,-17.349,10.637,-18.48,-16.156,0.0441
8.442,12.47,-17.349,10.637,-18.48,-16.156,0.0317
8.825,12.47,-17.349,10.637,-18.48,-16.156,0.025
12.666,12.47,-17.349,10.637,-18.48,-16.156,-0.057
-14.555,-11.7,10.446,16.175,16.391,11.037,0.164
-14.173,-11.7,10.446,16.175,16.391,11.037,0.1563
-13.437,-11.7,10.446,16.175,16.391,11.037,0.1415
-10.396,-11.7,10.446,16.175,16.391,11.037,0.0857
-10.297,-11.7,10.446,16.175,16.391,11.037,0.0842
-9.966,-11.7,10.446,16.175,16.391,11.037,0.0791
-6.895,-11.7,10.446,16.175,16.391,11.037,0.0396
-4.033,-11.7,10.446,16.175,16.391,11.037,0.0179
-3.116,-11.7,10.446,16.175,16.391,11.037,0.0137
-2.207,-11.7,10.446,16.175,16.391,11.037,0.014
0.858,-11.7,10.446,16.175,16.391,11.037,0.0186
3.65,-11.7,10.446,16.175,16.391,11.037,0.0138
7.901,-11.7,10.446,16.175,16.391,11.037,-0.027
13.361,-11.7,10.446,16.175,16.391,11.037,-0.1178
-12.714,6.72,3.599,-6.465,-9.965,-14.702,0.1538
-12.465,6.72,3.599,-6.465,-9.965,-14.702,0.1494
-10.609,6.72,3.599,-6.465,-9.965,-14.702,0.1188
-10.091,6.72,3.599,-6.465,-9.965,-14.702,0.1116
-9.736,6.72,3.599,-6.465,-9.965,-14.702,0.1067
-3.659,6.72,3.599,-6.465,-9.965,-14.702,0.0419
0.251,6.72,3.599,-6.465,-9.965,-14.702,0.0318
2.284,6.72,3.599,-6.465,-9.965,-14.702,0.0272
6.479,6.72,3.599,-6.465,-9.965,-14.702,-0.0157
6.915,6.72,3.599,-6.465,-9.965,-14.702,-0.0217
9.184,6.72,3.599,-6.465,-9.965,-14.702,-0.056
9.252,6.72,3.599,-6.465,-9.965,-14.702,-0.0571
11.18,6.72,3.599,-6.465,-9.965,-14.702,-0.0884
13.298,6.72,3.599,-6.465,-9.965,-14.702,-0.1284
