ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CN
-3.978,9.93,0.345,19.086,19.192,1.05,-0.2653
-1.791,9.93,0.345,19.086,19.192,1.05,-0.0281
-1.571,9.93,0.345,19.086,19.192,1.05,-0.0062
-0.172,9.93,0.345,19.086,19.192,1.05,0.1291
1.756,9.93,0.345,19.086,19.192,1.05,0.3085
2.742,9.93,0.345,19.086,19.192,1.05,0.4014
9.293,9.93,0.345,19.086,19.192,1.05,1.2049
10.209,9.93,0.345,19.086,19.192,1.05,1.3367
13.571,9.93,0.345,19.086,19.192,1.05,1.8657
-12.118,-5.53,12.18,11.667,-0.189,-8.697,-1.4181
-10.481,-5.53,12.18,11.667,-0.189,-8.697,-1.1677
-4.609,-5.53,12.18,11.667,-0.189,-8.697,-0.3623
-3.877,-5.53,12.18,11.667,-0.189,-8.697,-0.2723
-2.57,-5.53,12.18,11.667,-0.189,-8.697,-0.1236
-0.898,-5.53,12.18,11.667,-0.189,-8.697,0.0592
0.49,-5.53,12.18,11.667,-0.189,-8.697,0.2034
0.59,-5.53,12.18,11.667,-0.189,-8.697,0.2134
2.56,-5.53,12.18,11.667,-0.189,-8.697,0.4131
4.643,-5.53,12.18,11.667,-0.189,-8.697,0.6703
4.981,-5.53,12.18,11.667,-0.189,-8.697,0.7141
7.594,-5.53,12.18,11.667,-0.189,-8.697,1.0633
7.778,-5.53,12.18,11.667,-0.189,-8.697,1.0881
8.116,-5.53,12.18,11.667,-0.189,-8.697,1.1334
-10.235,-7.9,14.229,-3.23,-15.665,-6.755,-1.2619
-9.276,-7.9,14.229,-3.23,-15.665,-6.755,-1.1185
-8.085,-7.9,14.229,-3.23,-15.665,-6.755,-0.9452
-8.007,-7.9,14.229,-3.23,-15.665,-6.755,-0.934
-4.255,-7.9,14.229,-3.23,-15.665,-6.755,-0.4354
-2.744,-7.9,14.229,-3.23,-15.665,-6.755,-0.2537
-1.726,-7.9,14.229,-3.23,-15.665,-6.755,-0.1437
1.235,-7.9,14.229,-3.23,-15.665,-6.755,0.1515
2.022,-7.9,14.229,-3.23,-15.665,-6.755,0.2318
5.749,-7.9,14.229,-3.23,-15.665,-6.755,0.6819
9.869,-7.9,14.229,-3.23,-15.665,-6.755,1.2579
9.904,-7.9,14.229,-3.23,-15.665,-6.755,1.263
11.577,-7.9,14.229,-3.23,-15.665,-6.755,1.5197
13.236,-7.9,14.229,-3.23,-15.665,-6.755,1.7829
-13.045,-14.53,14.359,18.634,5.697,13.656,-1.5831
-11.317,-14.53,14.359,18.634,5.697,13.656,-1.3077
-8.914,-14.53,14.359,18.634,5.697,13.656,-0.9458
-8.5,-14.53,14.359,18.634,5.697,13.656,-0.8856
-7.36,-14.53,14.359,18.634,5.697,13.656,-0.7229
-7.092,-14.53,14.359,18.634,5.697,13.656,-0.6856
-5.647,-14.53,14.359,18.634,5.697,13.656,-0.4935
-3.272,-14.53,14.359,18.634,5.697,13.656,-0.2307
0.452,-14.53,14.359,18.634,5.697,13.656,0.0771
0.464,-14.53,14.359,18.634,5.697,13.656,0.0781
1.848,-14.53,14.359,18.634,5.697,13.656,0.1971
5.743,-14.53,14.359,18.634,5.697,13.656,0.6099
6.229,-14.53,14.359,18.634,5.697,13.656,0.6725
9.657,-14.53,14.359,18.634,5.697,13.656,1.145
-13.373,4.45,12.415,-2.357,2.334,-1.21,-1.8142
-11.747,4.45,12.415,-2.357,2.334,-1.21,-1.5553
-9.033,4.45,12.415,-2.357,2.334,-1.21,-1.1497
-5.648,4.45,12.415,-2.357,2.334,-1.21,-0.663
-2.433,4.45,12.415,-2.357,2.334,-1.21,-0.2611
-0.818,4.45,12.415,-2.357,2.334,-1.21,-0.0901
-0.71,4.45,12.415,-2.357,2.334,-1.21,-0.0793
0.714,4.45,12.415,-2.357,2.334,-1.21,0.0618
1.913,4.45,12.415,-2.357,2.334,-1.21,0.1845
4.7,4.45,12.415,-2.357,2.334,-1.21,0.5138
8.131,4.45,12.415,-2.357,2.334,-1.21,0.9913
8.132,4.45,12.415,-2.357,2.334,-1.21,0.9914
8.943,4.45,12.415,-2.357,2.334,-1.21,1.1085
10.483,4.45,12.415,-2.357,2.334,-1.21,1.3386
-9.738,5.07,-6.722,6.037,-2.467,-16.187,-1.0507
-8.941,5.07,-6.722,6.037,-2.467,-16.187,-0.9356
-6.431,5.07,-6.722,6.037,-2.467,-16.187,-0.5868
-6.057,5.07,-6.722,6.037,-2.467,-16.187,-0.5368
-4.809,5.07,-6.722,6.037,-2.467,-16.187,-0.3749
-3.943,5.07,-6.722,6.037,-2.467,-16.187,-0.2703
-2.647,5.07,-6.722,6.037,-2.467,-16.187,-0.1311
-1.185,5.07,-6.722,6.037,-2.467,-16.187,0.036
-0.718,5.07,-6.722,6.037,-2.467,-16.187,0.0869
2.428,5.07,-6.722,6.037,-2.467,-16.187,0.4002
6.573,5.07,-6.722,6.037,-2.467,-16.187,0.9185
8.305,5.07,-6.722,6.037,-2.467,-16.187,1.1495
8.374,5.07,-6.722,6.037,-2.467,-16.187,1.1587
10.838,5.07,-6.722,6.037,-2.467,-16.187,1.4986
-14.867,7.85,-13.796,16.884,17.904,16.165,-1.9537
-14.612,7.85,-13.796,16.884,17.904,16.165,-1.9118
-14.531,7.85,-13.796,16.884,17.904,16.165,-1.8985
-14.249,7.85,-13.796,16.884,17.904,16.165,-1.8524
-9.263,7.85,-13.796,16.884,17.904,16.165,-1.1027
-8.468,7.85,-13.796,16.884,17.904,16.165,-0.9958
-4.821,7.85,-13.796,16.884,17.904,16.165,-0.5305
2.122,7.85,-13.796,16.884,17.904,16.165,0.2108
2.468,7.85,-13.796,16.884,17.904,16.165,0.2468
3.813,7.85,-13.796,16.884,17.904,16.165,0.4024
7.021,7.85,-13.796,16.884,17.904,16.165,0.7939
8.576,7.85,-13.796,16.884,17.904,16.165,0.9973
8.626,7.85,-13.796,16.884,17.904,16.165,1.004
10.935,7.85,-13.796,16.884,17.904,16.165,1.3234
-13.688,12.08,4.837,10.316,-7.006,12.039,-1.7903
-11.665,12.08,4.837,10.316,-7.006,12.039,-1.4653
-11.601,12.08,4.837,10.316,-7.006,12.039,-1.4553
-8.208,12.08,4.837,10.316,-7.006,12.039,-0.9477
-7.989,12.08,4.837,10.316,-7.006,12.039,-0.9169
-7.728,12.08,4.837,10.316,-7.006,12.039,-0.8805
-6.645,12.08,4.837,10.316,-7.006,12.039,-0.7348
-5.76,12.08,4.837,10.316,-7.006,12.039,-0.6207
-2.796,12.08,4.837,10.316,-7.006,12.039,-0.281
-1.595,12.08,4.837,10.316,-7.006,12.039,-0.1656
1.62,12.08,4.837,10.316,-7.006,12.039,0.1296
5.643,12.08,4.837,10.316,-7.006,12.039,0.5632
6.057,12.08,4.837,10.316,-7.006,12.039,0.617
10.386,12.08,4.837,10.316,-7.006,12.039,1.2327
-12.557,5.05,-2.935,-7.016,-8.478,-7.483,-1.6556
-10.511,5.05,-2.935,-7.016,-8.478,-7.483,-1.3418
-8.326,5.05,-2.935,-7.016,-8.478,-7.483,-1.0206
-8.205,5.05,-2.935,-7.016,-8.478,-7.483,-1.0034
-7.529,5.05,-2.935,-7.016,-8.478,-7.483,-0.9076
-6.767,5.05,-2.935,-7.016,-8.478,-7.483,-0.8006
-5.763,5.05,-2.935,-7.016,-8.478,-7.483,-0.6633
-5.198,5.05,-2.935,-7.016,-8.478,-7.483,-0.5885
1.439,5.05,-2.935,-7.016,-8.478,-7.483,0.1129
2.736,5.05,-2.935,-7.016,-8.478,-7.483,0.2709
4.371,5.05,-2.935,-7.016,-8.478,-7.483,0.4817
5.892,5.05,-2.935,-7.016,-8.478,-7.483,0.6844
10.179,5.05,-2.935,-7.016,-8.478,-7.483,1.3002
11.453,5.05,-2.935,-7.016,-8.478,-7.483,1.4929
-14.672,7.95,-14.972,4.633,13.112,-7.594,-1.9179
-7.341,7.95,-14.972,4.633,13.112,-7.594,-0.7617
-3.798,7.95,-14.972,4.633,13.112,-7.594,-0.308
-2.172,7.95,-14.972,4.633,13.112,-7.594,-0.1215
-0.937,7.95,-14.972,4.633,13.112,-7.594,0.0049
0.719,7.95,-14.972,4.633,13.112,-7.594,0.1691
0.914,7.95,-14.972,4.633,13.112,-7.594,0.1884
4.72,7.95,-14.972,4.633,13.112,-7.594,0.6254
5.78,7.95,-14.972,4.633,13.112,-7.594,0.7617
6.352,7.95,-14.972,4.633,13.112,-7.594,0.8375
7.909,7.95,-14.972,4.633,13.112,-7.594,1.0503
10.317,7.95,-14.972,4.633,13.112,-7.594,1.3953
10.37,7.95,-14.972,4.633,13.112,-7.594,1.4033
13.372,7.95,-14.972,4.633,13.112,-7.594,1.8645
-13.75,-7.74,-14.792,-2.905,-1.697,3.317,-1.9049
-12.384,-7.74,-14.792,-2.905,-1.697,3.317,-1.6815
-12.359,-7.74,-14.792,-2.905,-1.697,3.317,-1.6775
-12.166,-7.74,-14.792,-2.905,-1.697,3.317,-1.6469
-10.916,-7.74,-14.792,-2.905,-1.697,3.317,-1.451
-7.79,-7.74,-14.792,-2.905,-1.697,3.317,-0.9933
-2.599,-7.74,-14.792,-2.905,-1.697,3.317,-0.3223
-0.367,-7.74,-14.792,-2.905,-1.697,3.317,-0.0882
2.614,-7.74,-14.792,-2.905,-1.697,3.317,0.2114
4.052,-7.74,-14.792,-2.905,-1.697,3.317,0.3807
5.264,-7.74,-14.792,-2.905,-1.697,3.317,0.5323
7.599,-7.74,-14.792,-2.905,-1.697,3.317,0.847
9.696,-7.74,-14.792,-2.905,-1.697,3.317,1.1536
10.824,-7.74,-14.792,-2.905,-1.697,3.317,1.3276
-12.627,-9.11,17.799,-13.141,5.62,-9.041,-1.6198
-8.538,-9.11,17.799,-13.141,5.62,-9.041,-1.0204
-6.727,-9.11,17.799,-13.141,5.62,-9.041,-0.7881
-6.328,-9.11,17.799,-13.141,5.62,-9.041,-0.7384
-2.27,-9.11,17.799,-13.141,5.62,-9.041,-0.2655
-0.221,-9.11,17.799,-13.141,5.62,-9.041,-0.0585
5.582,-9.11,17.799,-13.141,5.62,-9.041,0.5839
6.357,-9.11,17.799,-13.141,5.62,-9.041,0.6852
7.503,-9.11,17.799,-13.141,5.62,-9.041,0.8392
7.69,-9.11,17.799,-13.141,5.62,-9.041,0.8645
7.782,-9.11,17.799,-13.141,5.62,-9.041,0.8769
8.276,-9.11,17.799,-13.141,5.62,-9.041,0.9434
11.117,-9.11,17.799,-13.141,5.62,-9.041,1.3481
14.371,-9.11,17.799,-13.141,5.62,-9.041,1.8574
-13.942,-4.8,-15.407,-9.629,17.884,4.581,-1.9536
-13.888,-4.8,-15.407,-9.629,17.884,4.581,-1.9453
-12.279,-4.8,-15.407,-9.629,17.884,4.581,-1.7012
-12.122,-4.8,-15.407,-9.629,17.884,4.581,-1.6776
-12.007,-4.8,-15.407,-9.629,17.884,4.581,-1.6603
-11.392,-4.8,-15.407,-9.629,17.884,4.581,-1.5713
-8.197,-4.8,-15.407,-9.629,17.884,4.581,-1.1244
-6.917,-4.8,-15.407,-9.629,17.884,4.581,-0.9493
-6.257,-4.8,-15.407,-9.629,17.884,4.581,-0.8608
2.64,-4.8,-15.407,-9.629,17.884,4.581,0.1118
4.675,-4.8,-15.407,-9.629,17.884,4.581,0.3935
5.391,-4.8,-15.407,-9.629,17.884,4.581,0.4918
8.234,-4.8,-15.407,-9.629,17.884,4.581,0.8934
11.365,-4.8,-15.407,-9.629,17.884,4.581,1.3652
-10.394,14.8,15.537,11.863,6.012,3.811,-1.1678
-9.786,14.8,15.537,11.863,6.012,3.811,-1.07
-8.582,14.8,15.537,11.863,6.012,3.811,-0.883
-8.156,14.8,15.537,11.863,6.012,3.811,-0.8194
-6.52,14.8,15.537,11.863,6.012,3.811,-0.5884
-1.909,14.8,15.537,11.863,6.012,3.811,-0.0845
-1.896,14.8,15.537,11.863,6.012,3.811,-0.0834
0.393,14.8,15.537,11.863,6.012,3.811,0.1059
1.181,14.8,15.537,11.863,6.012,3.811,0.1689
3.116,14.8,15.537,11.863,6.012,3.811,0.3304
8.155,14.8,15.537,11.863,6.012,3.811,0.9492
8.318,14.8,15.537,11.863,6.012,3.811,0.9732
11.057,14.8,15.537,11.863,6.012,3.811,1.3935
12.393,14.8,15.537,11.863,6.012,3.811,1.609
-12.435,1.23,-0.314,12.131,-2.357,-9.19,-1.4736
-11.1,1.23,-0.314,12.131,-2.357,-9.19,-1.2691
-9.533,1.23,-0.314,12.131,-2.357,-9.19,-1.037
-8.891,1.23,-0.314,12.131,-2.357,-9.19,-0.9445
-7.183,1.23,-0.314,12.131,-2.357,-9.19,-0.705
-4.285,1.23,-0.314,12.131,-2.357,-9.19,-0.3224
-3.725,1.23,-0.314,12.131,-2.357,-9.19,-0.2565
-0.363,1.23,-0.314,12.131,-2.357,-9.19,0.1299
0.78,1.23,-0.314,12.131,-2.357,-9.19,0.2436
1.209,1.23,-0.314,12.131,-2.357,-9.19,0.2851
4.071,1.23,-0.314,12.131,-2.357,-9.19,0.5985
4.646,1.23,-0.314,12.131,-2.357,-9.19,0.6696
6.855,1.23,-0.314,12.131,-2.357,-9.19,0.951
10.43,1.23,-0.314,12.131,-2.357,-9.19,1.4455
-13.952,-14.41,3.189,-11.314,17.954,-10.594,-1.7961
-13.9,-14.41,3.189,-11.314,17.954,-10.594,-1.7875
-11.509,-14.41,3.189,-11.314,17.954,-10.594,-1.4025
-1.696,-14.41,3.189,-11.314,17.954,-10.594,-0.1463
-0.712,-14.41,3.189,-11.314,17.954,-10.594,-0.0617
-0.207,-14.41,3.189,-11.314,17.954,-10.594,-0.0199
-0.084,-14.41,3.189,-11.314,17.954,-10.594,-0.0099
2.007,-14.41,3.189,-11.314,17.954,-10.594,0.1604
2.048,-14.41,3.189,-11.314,17.954,-10.594,0.1638
5.655,-14.41,3.189,-11.314,17.954,-10.594,0.5352
8.974,-14.41,3.189,-11.314,17.954,-10.594,0.9909
10.34,-14.41,3.189,-11.314,17.954,-10.594,1.1929
10.365,-14.41,3.189,-11.314,17.954,-10.594,1.1966
10.911,-14.41,3.189,-11.314,17.954,-10.594,1.2798
-9.016,-8.16,18.826,-17.218,7.563,-1.712,-1.1518
-6.964,-8.16,18.826,-17.218,7.563,-1.712,-0.8785
-4.928,-8.16,18.826,-17.218,7.563,-1.712,-0.6319
-2.105,-8.16,18.826,-17.218,7.563,-1.712,-0.3297
-1.244,-8.16,18.826,-17.218,7.563,-1.712,-0.2476
-1.125,-8.16,18.826,-17.218,7.563,-1.712,-0.2363
0.176,-8.16,18.826,-17.218,7.563,-1.712,-0.1115
1.069,-8.16,18.826,-17.218,7.563,-1.712,-0.0247
1.708,-8.16,18.826,-17.218,7.563,-1.712,0.0393
1.903,-8.16,18.826,-17.218,7.563,-1.712,0.0593
4.025,-8.16,18.826,-17.218,7.563,-1.712,0.3052
6.355,-8.16,18.826,-17.218,7.563,-1.712,0.6071
8.009,-8.16,18.826,-17.218,7.563,-1.712,0.8374
11.372,-8.16,18.826,-17.218,7.563,-1.712,1.338
-13.419,-7.01,-0.379,9.191,-2.997,-2.13,-1.7098
-12.456,-7.01,-0.379,9.191,-2.997,-2.13,-1.5494
-12.025,-7.01,-0.379,9.191,-2.997,-2.13,-1.4796
-8.521,-7.01,-0.379,9.191,-2.997,-2.13,-0.9492
-6.472,-7.01,-0.379,9.191,-2.997,-2.13,-0.6656
-3.336,-7.01,-0.379,9.191,-2.997,-2.13,-0.2667
0.494,-7.01,-0.379,9.191,-2.997,-2.13,0.1366
1.341,-7.01,-0.379,9.191,-2.997,-2.13,0.2214
3.268,-7.01,-0.379,9.191,-2.997,-2.13,0.4344
3.821,-7.01,-0.379,9.191,-2.997,-2.13,0.502
7.463,-7.01,-0.379,9.191,-2.997,-2.13,0.9812
8.368,-7.01,-0.379,9.191,-2.997,-2.13,1.1079
10.673,-7.01,-0.379,9.191,-2.997,-2.13,1.4382
12.107,-7.01,-0.379,9.191,-2.997,-2.13,1.6553
-13.716,11.0,13.555,-3.232,16.205,19.253,-1.9241
-12.004,11.0,13.555,-3.232,16.205,19.253,-1.6644
-11.318,11.0,13.555,-3.232,16.205,19.253,-1.5635
-10.462,11.0,13.555,-3.232,16.205,19.253,-1.439
-10.29,11.0,13.555,-3.232,16.205,19.253,-1.4142
-6.572,11.0,13.555,-3.232,16.205,19.253,-0.9092
-1.867,11.0,13.555,-3.232,16.205,19.253,-0.3745
-0.743,11.0,13.555,-3.232,16.205,19.253,-0.2663
-0.399,11.0,13.555,-3.232,16.205,19.253,-0.2339
0.838,11.0,13.555,-3.232,16.205,19.253,-0.1191
1.329,11.0,13.555,-3.232,16.205,19.253,-0.0736
1.957,11.0,13.555,-3.232,16.205,19.253,-0.0149
4.53,11.0,13.555,-3.232,16.205,19.253,0.26
8.505,11.0,13.555,-3.232,16.205,19.253,0.7895
-11.92,11.75,-16.918,-18.231,4.816,-15.326,-1.4542
-11.28,11.75,-16.918,-18.231,4.816,-15.326,-1.3548
-9.976,11.75,-16.918,-18.231,4.816,-15.326,-1.16
-7.849,11.75,-16.918,-18.231,4.816,-15.326,-0.8639
-7.675,11.75,-16.918,-18.231,4.816,-15.326,-0.841
-7.207,11.75,-16.918,-18.231,4.816,-15.326,-0.7801
-4.554,11.75,-16.918,-18.231,4.816,-15.326,-0.458
-4.032,11.75,-16.918,-18.231,4.816,-15.326,-0.3995
-1.244,11.75,-16.918,-18.231,4.816,-15.326,-0.1362
0.589,11.75,-16.918,-18.231,4.816,-15.326,0.0269
8.277,11.75,-16.918,-18.231,4.816,-15.326,0.9221
9.559,11.75,-16.918,-18.231,4.816,-15.326,1.1057
11.818,11.75,-16.918,-18.231,4.816,-15.326,1.4443
13.192,11.75,-16.918,-18.231,4.816,-15.326,1.6598
-9.407,-11.56,-16.426,9.283,-5.905,-0.42,-1.0394
-7.526,-11.56,-16.426,9.283,-5.905,-0.42,-0.764
-7.01,-11.56,-16.426,9.283,-5.905,-0.42,-0.6918
-6.767,-11.56,-16.426,9.283,-5.905,-0.42,-0.6582
-5.819,-11.56,-16.426,9.283,-5.905,-0.42,-0.5299
-4.568,-11.56,-16.426,9.283,-5.905,-0.42,-0.3716
-4.511,-11.56,-16.426,9.283,-5.905,-0.42,-0.3646
0.22,-11.56,-16.426,9.283,-5.905,-0.42,0.108
2.426,-11.56,-16.426,9.283,-5.905,-0.42,0.3065
3.621,-11.56,-16.426,9.283,-5.905,-0.42,0.4257
5.857,-11.56,-16.426,9.283,-5.905,-0.42,0.6951
9.026,-11.56,-16.426,9.283,-5.905,-0.42,1.139
9.594,-11.56,-16.426,9.283,-5.905,-0.42,1.224
10.071,-11.56,-16.426,9.283,-5.905,-0.42,1.2962
-14.197,4.04,14.975,19.105,14.43,3.445,-1.8174
-11.614,4.04,14.975,19.105,14.43,3.445,-1.4066
-11.512,4.04,14.975,19.105,14.43,3.445,-1.3912
-11.056,4.04,14.975,19.105,14.43,3.445,-1.3225
-9.181,4.04,14.975,19.105,14.43,3.445,-1.0445
-8.075,4.04,14.975,19.105,14.43,3.445,-0.8853
-5.34,4.04,14.975,19.105,14.43,3.445,-0.5043
-5.312,4.04,14.975,19.105,14.43,3.445,-0.5006
-4.613,4.04,14.975,19.105,14.43,3.445,-0.4106
-2.569,4.04,14.975,19.105,14.43,3.445,-0.1724
1.122,4.04,14.975,19.105,14.43,3.445,0.2009
2.258,4.04,14.975,19.105,14.43,3.445,0.3168
4.846,4.04,14.975,19.105,14.43,3.445,0.6291
5.429,4.04,14.975,19.105,14.43,3.445,0.7029
-13.307,12.86,0.553,1.164,8.135,5.483,-1.7954
-12.773,12.86,0.553,1.164,8.135,5.483,-1.705
-10.54,12.86,0.553,1.164,8.135,5.483,-1.3348
-6.26,12.86,0.553,1.164,8.135,5.483,-0.6915
-5.445,12.86,0.553,1.164,8.135,5.483,-0.5836
1.28,12.86,0.553,1.164,8.135,5.483,0.0716
2.872,12.86,0.553,1.164,8.135,5.483,0.2102
4.077,12.86,0.553,1.164,8.135,5.483,0.3304
5.249,12.86,0.553,1.164,8.135,5.483,0.4691
5.912,12.86,0.553,1.164,8.135,5.483,0.5543
8.821,12.86,0.553,1.164,8.135,5.483,0.9696
10.454,12.86,0.553,1.164,8.135,5.483,1.2276
11.087,12.86,0.553,1.164,8.135,5.483,1.3315
13.426,12.86,0.553,1.164,8.135,5.483,1.7309
-13.564,-6.47,-2.456,2.617,7.747,-17.756,-1.6588
-9.974,-6.47,-2.456,2.617,7.747,-17.756,-1.0996
-8.256,-6.47,-2.456,2.617,7.747,-17.756,-0.8525
-8.198,-6.47,-2.456,2.617,7.747,-17.756,-0.8444
-6.649,-6.47,-2.456,2.617,7.747,-17.756,-0.6329
-0.578,-6.47,-2.456,2.617,7.747,-17.756,0.0586
1.243,-6.47,-2.456,2.617,7.747,-17.756,0.2446
2.214,-6.47,-2.456,2.617,7.747,-17.756,0.3497
2.434,-6.47,-2.456,2.617,7.747,-17.756,0.3751
2.712,-6.47,-2.456,2.617,7.747,-17.756,0.4074
5.736,-6.47,-2.456,2.617,7.747,-17.756,0.774
7.443,-6.47,-2.456,2.617,7.747,-17.756,0.9951
10.029,-6.47,-2.456,2.617,7.747,-17.756,1.3529
10.966,-6.47,-2.456,2.617,7.747,-17.756,1.4878
-12.915,-11.82,15.946,8.69,4.061,-15.987,-1.468
-9.367,-11.82,15.946,8.69,4.061,-15.987,-0.8925
-7.401,-11.82,15.946,8.69,4.061,-15.987,-0.606
-5.242,-11.82,15.946,8.69,4.061,-15.987,-0.3184
