ALPHA,BETA,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,CY
-3.924,-11.82,15.946,8.69,4.061,-15.987,1.6222
2.208,-11.82,15.946,8.69,4.061,-15.987,1.5556
2.321,-11.82,15.946,8.69,4.061,-15.987,1.5567
2.349,-11.82,15.946,8.69,4.061,-15.987,1.557
5.141,-11.82,15.946,8.69,4.061,-15.987,1.6237
9.125,-11.82,15.946,8.69,4.061,-15.987,1.6965
11.041,-11.82,15.946,8.69,4.061,-15.987,1.6149
13.8,-11.82,15.946,8.69,4.061,-15.987,1.5247
14.101,-11.82,15.946,8.69,4.061,-15.987,1.5157
14.356,-11.82,15.946,8.69,4.061,-15.987,1.5081
-13.27,5.2,2.351,15.799,5.387,-17.092,-0.4651
-11.937,5.2,2.351,15.799,5.387,-17.092,-0.4879
-11.745,5.2,2.351,15.799,5.387,-17.092,-0.4908
-8.325,5.2,2.351,15.799,5.387,-17.092,-0.5364
-6.655,5.2,2.351,15.799,5.387,-17.092,-0.5449
-5.282,5.2,2.351,15.799,5.387,-17.092,-0.5393
-4.031,5.2,2.351,15.799,5.387,-17.092,-0.5299
-3.28,5.2,2.351,15.799,5.387,-17.092,-0.5241
7.216,5.2,2.351,15.799,5.387,-17.092,-0.5389
8.794,5.2,2.351,15.799,5.387,-17.092,-0.5235
8.826,5.2,2.351,15.799,5.387,-17.092,-0.5231
11.588,5.2,2.351,15.799,5.387,-17.092,-0.4899
11.865,5.2,2.351,15.799,5.387,-17.092,-0.4877
13.841,5.2,2.351,15.799,5.387,-17.092,-0.4683
-13.22,-12.79,12.205,-6.973,10.775,6.562,1.7549
-12.283,-12.79,12.205,-6.973,10.775,6.562,1.7704
-11.226,-12.79,12.205,-6.973,10.775,6.562,1.7888
-10.83,-12.79,12.205,-6.973,10.775,6.562,1.7963
-9.028,-12.79,12.205,-6.973,10.775,6.562,1.8346
-3.784,-12.79,12.205,-6.973,10.775,6.562,1.9851
0.212,-12.79,12.205,-6.973,10.775,6.562,1.9575
0.837,-12.79,12.205,-6.973,10.775,6.562,1.9537
1.925,-12.79,12.205,-6.973,10.775,6.562,1.9525
2.006,-12.79,12.205,-6.973,10.775,6.562,1.9526
4.627,-12.79,12.205,-6.973,10.775,6.562,1.9459
5.291,-12.79,12.205,-6.973,10.775,6.562,1.9363
7.582,-12.79,12.205,-6.973,10.775,6.562,1.8706
14.159,-12.79,12.205,-6.973,10.775,6.562,1.6946
-12.619,-0.2,-7.668,-17.24,9.354,13.941,0.1946
-11.624,-0.2,-7.668,-17.24,9.354,13.941,0.1738
-10.719,-0.2,-7.668,-17.24,9.354,13.941,0.1484
-9.739,-0.2,-7.668,-17.24,9.354,13.941,0.1108
-4.868,-0.2,-7.668,-17.24,9.354,13.941,0.1366
2.086,-0.2,-7.668,-17.24,9.354,13.941,0.1454
3.239,-0.2,-7.668,-17.24,9.354,13.941,0.1314
5.369,-0.2,-7.668,-17.24,9.354,13.941,0.1295
5.483,-0.2,-7.668,-17.24,9.354,13.941,0.1298
6.132,-0.2,-7.668,-17.24,9.354,13.941,0.13
7.933,-0.2,-7.668,-17.24,9.354,13.941,0.1092
8.354,-0.2,-7.668,-17.24,9.354,13.941,0.1028
9.321,-0.2,-7.668,-17.24,9.354,13.941,0.1069
9.809,-0.2,-7.668,-17.24,9.354,13.941,0.1219
-10.902,-3.8,-9.859,-14.294,-11.163,2.301,0.2946
-10.146,-3.8,-9.859,-14.294,-11.163,2.301,0.3099
-6.975,-3.8,-9.859,-14.294,-11.163,2.301,0.3514
-6.033,-3.8,-9.859,-14.294,-11.163,2.301,0.3354
-3.857,-3.8,-9.859,-14.294,-11.163,2.301,0.3212
-3.76,-3.8,-9.859,-14.294,-11.163,2.301,0.3209
-1.026,-3.8,-9.859,-14.294,-11.163,2.301,0.3091
0.553,-3.8,-9.859,-14.294,-11.163,2.301,0.3079
1.266,-3.8,-9.859,-14.294,-11.163,2.301,0.3098
1.6,-3.8,-9.859,-14.294,-11.163,2.301,0.3117
4.667,-3.8,-9.859,-14.294,-11.163,2.301,0.337
5.297,-3.8,-9.859,-14.294,-11.163,2.301,0.3436
7.736,-3.8,-9.859,-14.294,-11.163,2.301,0.3661
8.179,-3.8,-9.859,-14.294,-11.163,2.301,0.3599
-14.711,-7.5,-10.709,8.655,14.991,3.973,1.1593
-12.694,-7.5,-10.709,8.655,14.991,3.973,1.2546
-5.793,-7.5,-10.709,8.655,14.991,3.973,1.0719
-2.018,-7.5,-10.709,8.655,14.991,3.973,0.9657
-1.911,-7.5,-10.709,8.655,14.991,3.973,0.9665
2.42,-7.5,-10.709,8.655,14.991,3.973,0.9875
2.658,-7.5,-10.709,8.655,14.991,3.973,0.9882
4.293,-7.5,-10.709,8.655,14.991,3.973,1.002
6.776,-7.5,-10.709,8.655,14.991,3.973,1.0916
7.729,-7.5,-10.709,8.655,14.991,3.973,1.137
7.79,-7.5,-10.709,8.655,14.991,3.973,1.1397
11.081,-7.5,-10.709,8.655,14.991,3.973,1.2671
11.686,-7.5,-10.709,8.655,14.991,3.973,1.2805
14.688,-7.5,-10.709,8.655,14.991,3.973,1.1524
-14.31,3.79,13.168,16.259,-18.921,1.257,-0.596
-11.407,3.79,13.168,16.259,-18.921,1.257,-0.5562
-10.561,3.79,13.168,16.259,-18.921,1.257,-0.5256
-8.904,3.79,13.168,16.259,-18.921,1.257,-0.471
-8.162,3.79,13.168,16.259,-18.921,1.257,-0.474
-7.926,3.79,13.168,16.259,-18.921,1.257,-0.4795
-4.186,3.79,13.168,16.259,-18.921,1.257,-0.5455
-4.088,3.79,13.168,16.259,-18.921,1.257,-0.5453
-1.977,3.79,13.168,16.259,-18.921,1.257,-0.5659
-0.542,3.79,13.168,16.259,-18.921,1.257,-0.6141
-0.145,3.79,13.168,16.259,-18.921,1.257,-0.623
4.794,3.79,13.168,16.259,-18.921,1.257,-0.5679
6.965,3.79,13.168,16.259,-18.921,1.257,-0.5726
8.432,3.79,13.168,16.259,-18.921,1.257,-0.5595
-12.794,-13.84,-3.458,2.823,-15.848,-3.676,1.7033
-9.102,-13.84,-3.458,2.823,-15.848,-3.676,1.7443
-8.711,-13.84,-3.458,2.823,-15.848,-3.676,1.7479
-4.756,-13.84,-3.458,2.823,-15.848,-3.676,1.7642
-4.751,-13.84,-3.458,2.823,-15.848,-3.676,1.7642
-4.423,-13.84,-3.458,2.823,-15.848,-3.676,1.7616
-2.249,-13.84,-3.458,2.823,-15.848,-3.676,1.7496
-0.987,-13.84,-3.458,2.823,-15.848,-3.676,1.7603
0.829,-13.84,-3.458,2.823,-15.848,-3.676,1.7689
5.113,-13.84,-3.458,2.823,-15.848,-3.676,1.7759
8.501,-13.84,-3.458,2.823,-15.848,-3.676,1.7512
10.961,-13.84,-3.458,2.823,-15.848,-3.676,1.7344
11.842,-13.84,-3.458,2.823,-15.848,-3.676,1.7274
12.762,-13.84,-3.458,2.823,-15.848,-3.676,1.7192
-14.795,-3.22,5.189,1.734,6.709,-2.614,0.3749
-13.84,-3.22,5.189,1.734,6.709,-2.614,0.387
-9.976,-3.22,5.189,1.734,6.709,-2.614,0.3283
-7.19,-3.22,5.189,1.734,6.709,-2.614,0.306
-1.867,-3.22,5.189,1.734,6.709,-2.614,0.3975
0.306,-3.22,5.189,1.734,6.709,-2.614,0.4141
1.403,-3.22,5.189,1.734,6.709,-2.614,0.4059
2.064,-3.22,5.189,1.734,6.709,-2.614,0.3976
3.021,-3.22,5.189,1.734,6.709,-2.614,0.3817
3.387,-3.22,5.189,1.734,6.709,-2.614,0.3781
8.4,-3.22,5.189,1.734,6.709,-2.614,0.3141
8.729,-3.22,5.189,1.734,6.709,-2.614,0.3099
10.156,-3.22,5.189,1.734,6.709,-2.614,0.3263
10.422,-3.22,5.189,1.734,6.709,-2.614,0.3322
-14.795,0.93,14.097,5.256,-16.15,-19.161,-0.525
-13.712,0.93,14.097,5.256,-16.15,-19.161,-0.5261
-13.13,0.93,14.097,5.256,-16.15,-19.161,-0.4881
-10.046,0.93,14.097,5.256,-16.15,-19.161,-0.335
-10.003,0.93,14.097,5.256,-16.15,-19.161,-0.3322
-6.755,0.93,14.097,5.256,-16.15,-19.161,-0.3101
-2.545,0.93,14.097,5.256,-16.15,-19.161,-0.2913
4.902,0.93,14.097,5.256,-16.15,-19.161,-0.2463
5.04,0.93,14.097,5.256,-16.15,-19.161,-0.2505
7.981,0.93,14.097,5.256,-16.15,-19.161,-0.3013
8.463,0.93,14.097,5.256,-16.15,-19.161,-0.2993
11.627,0.93,14.097,5.256,-16.15,-19.161,-0.3737
11.689,0.93,14.097,5.256,-16.15,-19.161,-0.3758
11.696,0.93,14.097,5.256,-16.15,-19.161,-0.376
-14.675,8.95,-16.046,-3.594,1.724,-10.052,-0.934
-14.149,8.95,-16.046,-3.594,1.724,-10.052,-0.9483
-12.278,8.95,-16.046,-3.594,1.724,-10.052,-1.0046
-8.647,8.95,-16.046,-3.594,1.724,-10.052,-1.1088
-8.6,8.95,-16.046,-3.594,1.724,-10.052,-1.1084
-8.199,8.95,-16.046,-3.594,1.724,-10.052,-1.1051
-4.494,8.95,-16.046,-3.594,1.724,-10.052,-1.052
-3.606,8.95,-16.046,-3.594,1.724,-10.052,-1.0294
1.855,8.95,-16.046,-3.594,1.724,-10.052,-0.9746
2.988,8.95,-16.046,-3.594,1.724,-10.052,-0.9863
3.365,8.95,-16.046,-3.594,1.724,-10.052,-0.9913
12.47,8.95,-16.046,-3.594,1.724,-10.052,-1.0365
13.159,8.95,-16.046,-3.594,1.724,-10.052,-1.0014
14.169,8.95,-16.046,-3.594,1.724,-10.052,-0.9615
-14.158,-9.69,-1.058,14.963,-16.509,-5.422,0.9404
-11.306,-9.69,-1.058,14.963,-16.509,-5.422,0.9793
-8.909,-9.69,-1.058,14.963,-16.509,-5.422,1.0637
-7.472,-9.69,-1.058,14.963,-16.509,-5.422,1.1093
-7.068,-9.69,-1.058,14.963,-16.509,-5.422,1.1222
-5.082,-9.69,-1.058,14.963,-16.509,-5.422,1.1424
-4.984,-9.69,-1.058,14.963,-16.509,-5.422,1.141
-3.665,-9.69,-1.058,14.963,-16.509,-5.422,1.1244
-3.057,-9.69,-1.058,14.963,-16.509,-5.422,1.1368
3.402,-9.69,-1.058,14.963,-16.509,-5.422,1.1329
8.001,-9.69,-1.058,14.963,-16.509,-5.422,1.0508
10.254,-9.69,-1.058,14.963,-16.509,-5.422,0.9976
10.976,-9.69,-1.058,14.963,-16.509,-5.422,0.9854
11.218,-9.69,-1.058,14.963,-16.509,-5.422,0.9835
-14.471,-12.03,-9.936,-0.263,-19.076,-19.41,1.293
-14.416,-12.03,-9.936,-0.263,-19.076,-19.41,1.2937
-10.743,-12.03,-9.936,-0.263,-19.076,-19.41,1.3316
-9.279,-12.03,-9.936,-0.263,-19.076,-19.41,1.3508
-7.371,-12.03,-9.936,-0.263,-19.076,-19.41,1.3699
-7.064,-12.03,-9.936,-0.263,-19.076,-19.41,1.3721
-6.001,-12.03,-9.936,-0.263,-19.076,-19.41,1.3774
-4.395,-12.03,-9.936,-0.263,-19.076,-19.41,1.3804
-1.862,-12.03,-9.936,-0.263,-19.076,-19.41,1.3803
-0.685,-12.03,-9.936,-0.263,-19.076,-19.41,1.3803
-0.092,-12.03,-9.936,-0.263,-19.076,-19.41,1.3805
2.194,-12.03,-9.936,-0.263,-19.076,-19.41,1.3831
5.497,-12.03,-9.936,-0.263,-19.076,-19.41,1.3928
8.691,-12.03,-9.936,-0.263,-19.076,-19.41,1.4039
-14.471,9.03,5.567,11.407,-12.823,-13.897,-1.3297
-11.557,9.03,5.567,11.407,-12.823,-13.897,-1.4644
-11.002,9.03,5.567,11.407,-12.823,-13.897,-1.4889
-10.037,9.03,5.567,11.407,-12.823,-13.897,-1.4801
-9.312,9.03,5.567,11.407,-12.823,-13.897,-1.4405
-9.035,9.03,5.567,11.407,-12.823,-13.897,-1.4241
-7.943,9.03,5.567,11.407,-12.823,-13.897,-1.366
-6.958,9.03,5.567,11.407,-12.823,-13.897,-1.3221
-4.954,9.03,5.567,11.407,-12.823,-13.897,-1.2234
-4.097,9.03,5.567,11.407,-12.823,-13.897,-1.1873
0.899,9.03,5.567,11.407,-12.823,-13.897,-1.1478
2.683,9.03,5.567,11.407,-12.823,-13.897,-1.1598
3.787,9.03,5.567,11.407,-12.823,-13.897,-1.175
5.26,9.03,5.567,11.407,-12.823,-13.897,-1.2128
-10.796,-9.16,-3.447,-19.534,-5.428,19.674,1.0779
-9.862,-9.16,-3.447,-19.534,-5.428,19.674,1.0831
-7.397,-9.16,-3.447,-19.534,-5.428,19.674,1.0752
-6.318,-9.16,-3.447,-19.534,-5.428,19.674,1.0617
-6.124,-9.16,-3.447,-19.534,-5.428,19.674,1.059
-5.891,-9.16,-3.447,-19.534,-5.428,19.674,1.0555
-5.019,-9.16,-3.447,-19.534,-5.428,19.674,1.0425
-4.362,-9.16,-3.447,-19.534,-5.428,19.674,1.0325
-3.029,-9.16,-3.447,-19.534,-5.428,19.674,1.0163
0.912,-9.16,-3.447,-19.534,-5.428,19.674,1.0185
4.416,-9.16,-3.447,-19.534,-5.428,19.674,1.0325
6.807,-9.16,-3.447,-19.534,-5.428,19.674,1.0433
7.164,-9.16,-3.447,-19.534,-5.428,19.674,1.0451
12.352,-9.16,-3.447,-19.534,-5.428,19.674,1.0378
-14.987,-5.4,-4.546,-1.514,19.303,-10.731,0.8323
-14.28,-5.4,-4.546,-1.514,19.303,-10.731,0.8557
-11.491,-5.4,-4.546,-1.514,19.303,-10.731,0.7984
-7.505,-5.4,-4.546,-1.514,19.303,-10.731,0.6177
-7.243,-5.4,-4.546,-1.514,19.303,-10.731,0.6137
-5.274,-5.4,-4.546,-1.514,19.303,-10.731,0.6474
-2.245,-5.4,-4.546,-1.514,19.303,-10.731,0.6944
-2.1,-5.4,-4.546,-1.514,19.303,-10.731,0.6947
-0.934,-5.4,-4.546,-1.514,19.303,-10.731,0.6957
-0.033,-5.4,-4.546,-1.514,19.303,-10.731,0.6965
1.396,-5.4,-4.546,-1.514,19.303,-10.731,0.6993
6.906,-5.4,-4.546,-1.514,19.303,-10.731,0.679
8.363,-5.4,-4.546,-1.514,19.303,-10.731,0.6904
11.482,-5.4,-4.546,-1.514,19.303,-10.731,0.805
-13.819,-6.64,7.205,-15.769,-19.67,12.269,0.2823
-11.955,-6.64,7.205,-15.769,-19.67,12.269,0.391
-10.25,-6.64,7.205,-15.769,-19.67,12.269,0.492
-5.893,-6.64,7.205,-15.769,-19.67,12.269,0.6718
-3.631,-6.64,7.205,-15.769,-19.67,12.269,0.6576
-2.829,-6.64,7.205,-15.769,-19.67,12.269,0.6488
0.814,-6.64,7.205,-15.769,-19.67,12.269,0.6374
0.818,-6.64,7.205,-15.769,-19.67,12.269,0.6374
1.021,-6.64,7.205,-15.769,-19.67,12.269,0.6375
2.243,-6.64,7.205,-15.769,-19.67,12.269,0.6352
3.145,-6.64,7.205,-15.769,-19.67,12.269,0.6265
3.235,-6.64,7.205,-15.769,-19.67,12.269,0.6251
3.399,-6.64,7.205,-15.769,-19.67,12.269,0.6223
9.981,-6.64,7.205,-15.769,-19.67,12.269,0.4267
-14.527,6.01,17.789,-18.153,2.009,-3.784,-0.6624
-10.973,6.01,17.789,-18.153,2.009,-3.784,-0.7067
-9.161,6.01,17.789,-18.153,2.009,-3.784,-0.7245
-6.111,6.01,17.789,-18.153,2.009,-3.784,-0.7365
-5.557,6.01,17.789,-18.153,2.009,-3.784,-0.7403
-3.91,6.01,17.789,-18.153,2.009,-3.784,-0.7439
-1.654,6.01,17.789,-18.153,2.009,-3.784,-0.7337
6.499,6.01,17.789,-18.153,2.009,-3.784,-0.7689
6.79,6.01,17.789,-18.153,2.009,-3.784,-0.7676
7.87,6.01,17.789,-18.153,2.009,-3.784,-0.7644
9.169,6.01,17.789,-18.153,2.009,-3.784,-0.7783
10.782,6.01,17.789,-18.153,2.009,-3.784,-0.789
12.184,6.01,17.789,-18.153,2.009,-3.784,-0.7861
14.096,6.01,17.789,-18.153,2.009,-3.784,-0.7831
-14.601,-8.87,9.72,-6.236,-2.832,17.693,0.9092
-13.934,-8.87,9.72,-6.236,-2.832,17.693,0.924
-13.199,-8.87,9.72,-6.236,-2.832,17.693,0.9415
-12.011,-8.87,9.72,-6.236,-2.832,17.693,0.9746
-11.494,-8.87,9.72,-6.236,-2.832,17.693,0.993
-11.164,-8.87,9.72,-6.236,-2.832,17.693,1.0053
-11.115,-8.87,9.72,-6.236,-2.832,17.693,1.0071
-8.077,-8.87,9.72,-6.236,-2.832,17.693,1.05
-5.076,-8.87,9.72,-6.236,-2.832,17.693,1.0524
2.839,-8.87,9.72,-6.236,-2.832,17.693,1.0113
4.232,-8.87,9.72,-6.236,-2.832,17.693,1.0271
7.87,-8.87,9.72,-6.236,-2.832,17.693,1.06
10.768,-8.87,9.72,-6.236,-2.832,17.693,1.0829
12.332,-8.87,9.72,-6.236,-2.832,17.693,1.0417
-14.645,-1.0,18.186,13.396,3.85,12.544,0.0258
-9.554,-1.0,18.186,13.396,3.85,12.544,0.0974
-7.903,-1.0,18.186,13.396,3.85,12.544,0.0965
-7.668,-1.0,18.186,13.396,3.85,12.544,0.0953
-6.269,-1.0,18.186,13.396,3.85,12.544,0.102
-5.008,-1.0,18.186,13.396,3.85,12.544,0.1016
-3.223,-1.0,18.186,13.396,3.85,12.544,0.1196
3.46,-1.0,18.186,13.396,3.85,12.544,0.0941
3.994,-1.0,18.186,13.396,3.85,12.544,0.0908
6.387,-1.0,18.186,13.396,3.85,12.544,0.0711
6.895,-1.0,18.186,13.396,3.85,12.544,0.0672
9.065,-1.0,18.186,13.396,3.85,12.544,0.051
11.019,-1.0,18.186,13.396,3.85,12.544,0.0467
12.304,-1.0,18.186,13.396,3.85,12.544,0.0369
-14.556,-5.27,-0.954,-10.02,12.321,-15.346,0.7238
-13.403,-5.27,-0.954,-10.02,12.321,-15.346,0.7329
-12.536,-5.27,-0.954,-10.02,12.321,-15.346,0.7151
-11.691,-5.27,-0.954,-10.02,12.321,-15.346,0.6837
-11.269,-5.27,-0.954,-10.02,12.321,-15.346,0.6692
-10.535,-5.27,-0.954,-10.02,12.321,-15.346,0.645
-9.201,-5.27,-0.954,-10.02,12.321,-15.346,0.5849
-7.32,-5.27,-0.954,-10.02,12.321,-15.346,0.5321
0.213,-5.27,-0.954,-10.02,12.321,-15.346,0.6461
1.038,-5.27,-0.954,-10.02,12.321,-15.346,0.648
6.628,-5.27,-0.954,-10.02,12.321,-15.346,0.6101
11.204,-5.27,-0.954,-10.02,12.321,-15.346,0.6984
12.429,-5.27,-0.954,-10.02,12.321,-15.346,0.7401
12.668,-5.27,-0.954,-10.02,12.321,-15.346,0.7465
-12.978,12.47,-17.349,10.637,-18.48,-16.156,-1.7107
-12.837,12.47,-17.349,10.637,-18.48,-16.156,-1.7139
-7.652,12.47,-17.349,10.637,-18.48,-16.156,-1.8903
-6.594,12.47,-17.349,10.637,-18.48,-16.156,-1.9532
-6.027,12.47,-17.349,10.637,-18.48,-16.156,-1.9873
-0.785,12.47,-17.349,10.637,-18.48,-16.156,-1.8482
1.187,12.47,-17.349,10.637,-18.48,-16.156,-1.8309
2.327,12.47,-17.349,10.637,-18.48,-16.156,-1.8358
3.825,12.47,-17.349,10.637,-18.48,-16.156,-1.8583
7.362,12.47,-17.349,10.637,-18.48,-16.156,-1.917
7.689,12.47,-17.349,10.637,-18.48,-16.156,-1.9043
8.442,12.47,-17.349,10.637,-18.48,-16.156,-1.8698
8.825,12.47,-17.349,10.637,-18.48,-16.156,-1.8519
12.666,12.47,-17.349,10.637,-18.48,-16.156,-1.7033
-14.555,-11.7,10.446,16.175,16.391,11.037,1.6759
-14.173,-11.7,10.446,16.175,16.391,11.037,1.6859
-13.437,-11.7,10.446,16.175,16.391,11.037,1.7054
-10.396,-11.7,10.446,16.175,16.391,11.037,1.7929
-10.297,-11.7,10.446,16.175,16.391,11.037,1.796
-9.966,-11.7,10.446,16.175,16.391,11.037,1.8066
-6.895,-11.7,10.446,16.175,16.391,11.037,1.9393
-4.033,-11.7,10.446,16.175,16.391,11.037,2.0458
-3.116,-11.7,10.446,16.175,16.391,11.037,2.0003
-2.207,-11.7,10.446,16.175,16.391,11.037,1.9624
0.858,-11.7,10.446,16.175,16.391,11.037,1.9064
3.65,-11.7,10.446,16.175,16.391,11.037,1.9411
7.901,-11.7,10.446,16.175,16.391,11.037,1.9325
13.361,-11.7,10.446,16.175,16.391,11.037,1.6543
-12.714,6.72,3.599,-6.465,-9.965,-14.702,-1.0674
-12.465,6.72,3.599,-6.465,-9.965,-14.702,-1.0892
-10.609,6.72,3.599,-6.465,-9.965,-14.702,-1.148
-10.091,6.72,3.599,-6.465,-9.965,-14.702,-1.1199
-9.736,6.72,3.599,-6.465,-9.965,-14.702,-1.1032
-3.659,6.72,3.599,-6.465,-9.965,-14.702,-0.8369
0.251,6.72,3.599,-6.465,-9.965,-14.702,-0.8785
2.284,6.72,3.599,-6.465,-9.965,-14.702,-0.8758
6.479,6.72,3.599,-6.465,-9.965,-14.702,-0.8996
6.915,6.72,3.599,-6.465,-9.965,-14.702,-0.9175
9.184,6.72,3.599,-6.465,-9.965,-14.702,-1.0053
9.252,6.72,3.599,-6.465,-9.965,-14.702,-1.0071
11.18,6.72,3.599,-6.465,-9.965,-14.702,-1.0553
13.298,6.72,3.599,-6.465,-9.965,-14.702,-1.0336
